file_name,cell_id,family,cycle,discharge_capacity_Ah,soh,mean_voltage_V,mean_current_A,is_interpolated,true_eol_cycle
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,1,1.1507986025406045,1.046180547764186,3.840413886588067,-0.010167208537723127,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,2,1.1487889947365246,1.0443536315786586,3.840455978583916,-0.011170859919341988,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,3,1.1466405461626337,1.042400496511485,3.8394504335295196,-0.011283899338197404,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,4,1.1475289149648356,1.043208104513487,3.843800433227927,-0.01107155430960376,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,5,1.1476402752582624,1.0433093411438747,3.842819190629509,-0.009334087789264738,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,6,1.1470464834406382,1.0427695304005802,3.8424001483656975,-0.00954244769200797,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,7,1.1461870689529623,1.041988244502693,3.841992179320337,-0.009525961212547892,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,8,1.1453659980174733,1.0412418163795212,3.841807128393162,-0.009540693826481454,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,9,1.14462082736857,1.0405643885168818,3.843834683764726,-0.008646090974536946,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,10,1.1438331691729298,1.0398483356117543,3.8435480408370495,-0.00861410816753505,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,11,1.1428578337667097,1.0389616670606452,3.843256008811295,-0.008644685148397002,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,12,1.1421204358499728,1.038291305318157,3.8431576103903353,-0.008673856247014555,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,13,1.1413795415916972,1.037617765083361,3.8430490903556347,-0.00863695305923784,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,14,1.1405882953455693,1.0368984503141538,3.842605517245829,-0.00871497703985824,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,15,1.139884113398776,1.0362582849079782,3.8446386051737864,-0.0075377546891673974,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,16,1.1365481536041893,1.0332255941856265,3.8405456976881234,-0.007664527896351551,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,17,1.1328661660683867,1.0298783327894425,3.8418532105773804,-0.010439452766005978,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,18,1.1312949696531835,1.0284499724119849,3.843082735462794,-0.010538068067006183,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,19,1.1299354322427335,1.027214029311576,3.8424601569062187,-0.010523072406425537,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,20,1.132776476352273,1.0297967966838844,3.843382797767895,-0.00959842000816787,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,21,1.1271894876510293,1.0247177160463903,3.841592062064715,-0.01144751757826558,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,22,1.1258633044316984,1.0235120949379075,3.8430316139502354,-0.01056183379928932,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,23,1.1269323851273156,1.0244839864793778,3.8442338375637592,-0.011307995710103026,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,24,1.128817941114504,1.0261981282859127,3.84417777108674,-0.009758005180225552,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,25,1.1244075667377909,1.0221886970343552,3.83957440289067,-0.00960296775459934,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,26,1.1230321970847534,1.0209383609861393,3.842016322408132,-0.011475679605800525,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,27,1.122260035997949,1.0202363963617718,3.843993501186371,-0.010568154997483361,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,28,1.1218344333161445,1.0198494848328585,3.8433740817473265,-0.01156969953304808,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,29,1.1247103505788827,1.0224639550717114,3.8452148162583946,-0.009402986605886359,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,30,1.1231898763417774,1.0210817057652521,3.841452296164116,-0.009926729841008746,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,31,1.1199488412896694,1.0181353102633357,3.842508289761438,-0.011670672132111974,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,32,1.1190992154623733,1.017362923147612,3.8422404553942786,-0.011686178353017398,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,33,1.1178541260979957,1.0162310237254506,3.843373455196978,-0.010548510208310293,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,34,1.1207863225195398,1.0188966568359452,3.8462238049507143,-0.010617460032808595,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,35,1.1204135082908009,1.018557734809819,3.8441164031951964,-0.010027120979419145,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,36,1.1161612561176764,1.0146920510160693,3.842548538882091,-0.010849144669641445,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,37,1.1153204261582943,1.0139276601439038,3.842571026842359,-0.011857095482863178,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,38,1.1145121338272033,1.013192848933821,3.8423242967133553,-0.011521097202539365,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,39,1.1173619348396,1.015783577126909,3.846796823459372,-0.011700320382749145,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,40,1.1179056588607403,1.0162778716915821,3.8432289085388183,-0.011060490192729049,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,41,1.1180855472639752,1.0164414066036138,3.8438380135747487,-0.00981556598817188,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,42,1.1181010043278274,1.016455458479843,3.8437743115567877,-0.010077405454483563,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,43,1.118547452527928,1.0168613204799344,3.8442803409523116,-0.0102720790183773,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,44,1.118314681855781,1.0166497107779826,3.843425114473659,-0.010214251585996257,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,45,1.1180451095955748,1.016404645086886,3.843479752778531,-0.010174742168231036,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,46,1.1215314522066007,1.019574047460546,3.842454584121704,-0.010607383323076647,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,47,1.1202878274416734,1.0184434794924304,3.842083947658539,-0.010680082055623643,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,48,1.116808220831481,1.0152802007558916,3.8406447203346423,-0.011636596942454917,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,49,1.1167470518813927,1.0152245926194479,3.8417985520852165,-0.01188461276883179,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,50,1.114098507052513,1.0128168245931934,3.8411611486827173,-0.010802256044107414,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,51,1.1126811672957366,1.011528333905215,3.8418389134078854,-0.012321694988956739,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,52,1.111831759449025,1.010756144953659,3.841308007838755,-0.012752985656577226,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,53,1.1100531670650209,1.0091392427863826,3.8392663962445277,-0.012801797241269449,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,54,1.1102204488894098,1.0092913171721907,3.8417048005439973,-0.012796697551033437,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,55,1.1091761192782572,1.0083419266165974,3.842740744170988,-0.01184210124864568,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,56,1.1074629038424777,1.006784458038616,3.8415686764368195,-0.01268090312959526,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,57,1.1070563643562887,1.0064148766875352,3.8416499912254207,-0.012757710004364977,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,58,1.1058112408680683,1.0052829462436983,3.840319820051271,-0.012641768305497604,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,59,1.1063551961785947,1.0057774510714497,3.843276821500887,-0.01293802306516715,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,60,1.1058749674383213,1.0053408794893828,3.84159204824184,-0.012956676044268534,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,61,1.1051483472272392,1.0046803156611264,3.8411745593799806,-0.013134794668623386,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,62,1.104567878848429,1.0041526171349353,3.844270183303492,-0.01048203477646864,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,63,1.1045774547350182,1.0041613224863801,3.844069138078243,-0.011990087853387555,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,64,1.1035795527725953,1.0032541388841776,3.843072435278028,-0.012020506752989693,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,65,1.1026542568333169,1.0024129607575607,3.8428593075202584,-0.012061553571267479,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,66,1.1019526937429833,1.0017751761299847,3.84203081276952,-0.01309702791646598,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,67,1.1015834877032107,1.001439534275646,3.8422771030542804,-0.01299750603734259,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,68,1.1006619420963177,1.000601765542107,3.841719389934929,-0.01314219839571576,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,69,1.1001467366474553,1.0001333969522321,3.8437192347395883,-0.011729343698285273,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,70,1.0967395260791535,0.9970359327992303,3.8390432441993414,-0.013881521256572665,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,71,1.0958342391628526,0.9962129446935023,3.842211165379003,-0.013934377583941521,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,72,1.0969968496049816,0.9972698632772559,3.852475210638607,-0.09670482191448922,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,73,1.0977794666537422,0.9979813333215837,3.842280630694061,-0.013172156096590667,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,74,1.1001066104860158,1.0000969186236506,3.8445638350078037,-0.013236211509412933,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,75,1.1006047197874649,1.0005497452613317,3.843490782191943,-0.012392861864568908,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,76,1.0973430345080368,0.997584576825488,3.8418909445374534,-0.012132293056372404,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,77,1.0974665530808025,0.9976968664370931,3.842472167288671,-0.013471576602107056,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,78,1.0964326553070904,0.9967569593700821,3.8414029591396206,-0.013104307157816231,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,79,1.0969340531864993,0.9972127756240902,3.8444258843604056,-0.01391736261505496,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,80,1.098867162867378,0.9989701480612527,3.845112621540926,-0.011267073419389354,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,81,1.095367671537299,0.9957887923066354,3.840826369699885,-0.010947888914698957,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,82,1.0942641774548372,0.9947856158680337,3.8429351623166244,-0.013176442135806644,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,83,1.0939909498418736,0.994537227128976,3.843609281633914,-0.011828569639177737,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,84,1.092558090501872,0.9932346277289744,3.8412012528980712,-0.01310090869538191,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,85,1.095941134015714,0.9963101218324671,3.8436678589367475,-0.013390452552529063,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,86,1.094775661369715,0.9952506012451954,3.8434607191163987,-0.011308152342444672,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,87,1.0915370348257736,0.9923063952961577,3.841700555856336,-0.012823582474712892,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,88,1.0912620765189969,0.992056433199088,3.8412532418044574,-0.01425531411995948,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,89,1.0898153952036433,0.9907412683669484,3.8415932886856647,-0.013336916180175521,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,90,1.09290073110049,0.9935461191822634,3.846702299981451,-0.013220503229881185,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,91,1.093477376787774,0.9940703425343398,3.84426623252383,-0.012022557688587263,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,92,1.0945221385129817,0.9950201259208924,3.8460130828325867,-0.011085799234188315,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,93,1.0950321990716743,0.9954838173378856,3.844163817288924,-0.01141323474513804,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,94,1.0952805460887165,0.9957095873533786,3.844284478498965,-0.011335379895290872,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,95,1.0956063755564651,0.9960057959604227,3.8443968792350924,-0.01158583709977244,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,96,1.0955349498623908,0.9959408635112642,3.8438527253209327,-0.011490722134417132,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,97,1.0954542523797655,0.995867502163423,3.8440768582480294,-0.011609340488687349,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,98,1.095505467091366,0.9959140609921509,3.8448639168515952,-0.010429566615245014,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,99,1.095320022322826,0.9957454748389327,3.84459436692434,-0.010493702464902967,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,100,1.0953031536458273,0.9957301396780247,3.84459734302917,-0.010245587666509027,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,101,1.095044380379494,0.9954948912540854,3.8445491737357953,-0.010308257872279063,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,102,1.0935638603169184,0.9941489639244713,3.845390982530555,-0.009464294711669565,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,103,1.088077500976627,0.9891613645242063,3.8418838471481482,-0.012364197433350089,False,473
CALCE_CS2_33.pkl,CALCE_CS2_33,CS2,104,1.0877000800447605,0.9888182545861458,3.8427640441035438,-0.013523927646590982,False,473
