file_name,cell_id,protocol,cycle,discharge_capacity_Ah,soh,mean_voltage_V,mean_current_A,is_interpolated,true_eol_cycle
HUST_1-1.pkl,HUST_1-1,protocol_1,1,1.1880471277777715,1.0800428434343377,3.3066687799043066,-0.004839051435406795,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,2,1.1868678694444381,1.0789707904040347,3.297230291970803,-0.004372341849148419,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,3,1.1865677305555529,1.0786979368686844,3.297379318734793,-0.005081824817518305,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,4,1.1856446249999966,1.0778587499999968,3.297318734793187,-0.005504020681265101,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,5,1.1850512805555526,1.0773193459595933,3.2974301703163023,-0.006003453771289828,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,6,1.1850499749999965,1.0773181590909058,3.2972577858880783,-0.006480183698296893,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,7,1.1844206194444398,1.0767460176767634,3.2988940316686963,-0.003841535931790384,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,8,1.1844067472222182,1.0767334065656529,3.298951157125457,-0.004369354445797887,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,9,1.1844175999999969,1.0767432727272699,3.298934713763703,-0.004412281364189998,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,10,1.1837988583333303,1.0761807803030274,3.299217274939173,-0.004346336982968608,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,11,1.1837835999999957,1.0761669090909052,3.2994434306569342,-0.00486541849148431,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,12,1.1831707583333295,1.0756097803030267,3.299250608272506,-0.004918750608272551,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,13,1.1831635972222176,1.075603270202016,3.2993354014598544,-0.005402554744525477,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,14,1.183165391666662,1.0756049015151472,3.299269343065693,-0.0054063041362531865,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,15,1.1825492861111073,1.075044805555552,3.2992734793187344,-0.005451614355231269,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,16,1.182555786111107,1.0750507146464607,3.2992051094890513,-0.005977835766423323,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,17,1.1825539305555517,1.0750490277777742,3.299061192214112,-0.0059927980535279275,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,18,1.18195195833333,1.0745017803030272,3.299148418491484,-0.005983985401459784,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,19,1.1819475694444403,1.0744977904040367,3.299041484184915,-0.00652574574209255,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,20,1.18195215833333,1.0745019621212089,3.2989199513381995,-0.006513103406326235,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,21,1.181353061111107,1.0739573282828243,3.300592326431181,-0.003849523751522468,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,22,1.1813612444444415,1.073964767676765,3.3006876979293542,-0.004351855054811294,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,23,1.1813407861111063,1.0739461691919148,3.3003543239951276,-0.004323621193666319,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,24,1.1813127888888846,1.0739207171717131,3.300266017052375,-0.004323791717417964,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,25,1.1813025333333267,1.0739113939393878,3.3001961023142514,-0.004364276492082709,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,26,1.1812587305555473,1.0738715732323156,3.300103775883069,-0.004399289890377556,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,27,1.1809272666666588,1.0735702424242353,3.300570802919708,-0.004370257907542447,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,28,1.1800199944444372,1.0727454494949429,3.3002780755176615,-0.005076920828258178,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,29,1.1806190083333246,1.0732900075757494,3.3005152068126518,-0.004944543795620365,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,30,1.1806237916666584,1.0732943560605985,3.300444160583942,-0.004970701946472152,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,31,1.1799830166666585,1.0727118333333259,3.3004871046228708,-0.004981403892944121,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,32,1.1799952777777714,1.0727229797979738,3.3001823386114495,-0.005601432399512981,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,33,1.1799872472222155,1.072715679292923,3.300515815085159,-0.0055035206812651186,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,34,1.1799702111111052,1.0727001919191865,3.3004368613138686,-0.005491974452554764,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,35,1.1799630388888798,1.0726936717171633,3.3003614355231146,-0.005512824817518319,False,1542
HUST_1-1.pkl,HUST_1-1,protocol_1,36,1.179938030555548,1.07267093686868,3.3003063260340633,-0.005481366180048356,False,1542
