cell_id,reference_cycle,cycle,normalized_cycle_position,q_min,q_max,q_points,delta_v_mean,delta_v_median,delta_v_min,delta_v_max,delta_v_at_last_q
HUST_7-5,10,11,0.0,0.00784313725490196,1.0,254,0.00010329209422507417,5.5012193595826986e-05,-0.0016055969809949389,0.0009989950661375424,-0.0012643207870510764
HUST_7-5,10,12,0.000536480686695279,0.00784313725490196,1.0,254,0.0002651219869316845,0.0005479233017182672,-0.0020282368619897184,0.0019003282430873902,-0.0018814254450880696
HUST_7-5,10,13,0.001072961373390558,0.00784313725490196,1.0,254,0.0007925865092586333,0.00030096293465797785,-0.0015107407034076203,0.002984444094533689,-0.0012536516323731206
HUST_7-5,10,14,0.001609442060085837,0.00784313725490196,1.0,254,0.0008226879405617719,0.0002408725385765198,-0.0015117011619274479,0.003460387339901505,-0.0009588422148945064
HUST_7-5,10,15,0.002145922746781116,0.00784313725490196,1.0,254,0.0018720199080169266,0.0010233972424447124,-0.014812542230574266,0.03748885463934659,0.0012396126492961734
HUST_7-5,10,16,0.002682403433476395,0.00784313725490196,1.0,254,0.0014732140163903383,0.0012000894174897248,-0.0022204222151223085,0.003795360698813255,-0.0018805645197281784
HUST_7-5,10,17,0.003218884120171674,0.00784313725490196,1.0,254,0.00133745702418427,0.0012248132504837361,-0.003191862141442847,0.003780095793136873,-0.002858725072335311
HUST_7-5,10,18,0.0037553648068669528,0.00784313725490196,1.0,254,0.0013762880783669688,0.001301018121282027,-0.0033548024956924216,0.0037007298807036904,-0.002896432334174026
HUST_7-5,10,19,0.004291845493562232,0.00784313725490196,1.0,254,0.0014954349067225297,0.0011959249959059282,-0.002815388177387579,0.0040987240550443005,-0.0025571856382002878
HUST_7-5,10,20,0.004828326180257511,0.00784313725490196,1.0,254,0.0016851185685084371,0.001129980780664619,-0.002404660943975845,0.004680466761807001,-0.0019327806336835174
HUST_7-5,10,21,0.00536480686695279,0.00784313725490196,1.0,254,0.0018081505056365226,0.0017718707973657377,-0.0009536642398138007,0.004379960316832854,-0.0006024622655522727
HUST_7-5,10,22,0.005901287553648069,0.00784313725490196,1.0,254,0.0020898132740377945,0.0024024212317994564,1.7296246247688885e-05,0.003779959290712398,0.00039335652727867654
HUST_7-5,10,23,0.006437768240343348,0.00784313725490196,1.0,254,0.002513118927955398,0.002918498982805273,0.000273179509275856,0.004100183069163599,0.0005885231774223065
HUST_7-5,10,24,0.006974248927038627,0.00784313725490196,1.0,254,0.0021205709396184013,0.0027463702363048625,-0.0020719191321934005,0.003997308295761393,-0.0018719093950982924
HUST_7-5,10,25,0.0075107296137339056,0.00784313725490196,1.0,254,0.002230774906459542,0.002773572004866054,-0.0014223589514021917,0.004250630293018087,-0.001118636335251999
HUST_7-5,10,26,0.008047210300429184,0.00784313725490196,1.0,254,0.0027572450434692496,0.003096102457995187,-0.001213916887420119,0.004695568309175613,-0.0007943820011462321
