cell_id,cycle,q_normalized,discharge_capacity_ah,voltage_v,soh
MATR_b1c26,50,5.978447636363636e-06,6.5762924e-06,3.57295275,0.9918563636363636
MATR_b1c26,50,0.0001084472818181818,0.00011929201,3.5008186222222224,0.9918563636363636
MATR_b1c26,50,0.0011812624545454544,0.0012993886999999999,3.4388766,0.9918563636363636
MATR_b1c26,50,0.0021843643636363635,0.0024028008,3.4086105,0.9918563636363636
MATR_b1c26,50,0.003690212454545454,0.0040592337,3.381507733333333,0.9918563636363636
MATR_b1c26,50,0.004942700818181818,0.0054369709,3.3680024,0.9918563636363636
MATR_b1c26,50,0.005695666636363636,0.0062652333,3.3529596,0.9918563636363636
MATR_b1c26,50,0.007332023272727272,0.0080652256,3.3378196,0.9918563636363636
MATR_b1c26,50,0.008270809090909092,0.00909789,3.3276782,0.9918563636363636
MATR_b1c26,50,0.00934469,0.010279159,3.3176637,0.9918563636363636
MATR_b1c26,50,0.010482423636363637,0.011530666000000002,3.3076158,0.9918563636363636
MATR_b1c26,50,0.01186908818181818,0.013055997,3.2976089,0.9918563636363636
MATR_b1c26,50,0.013227371818181817,0.014550109,3.2875266,0.9918563636363636
MATR_b1c26,50,0.014905624545454544,0.016396187,3.2773929,0.9918563636363636
MATR_b1c26,50,0.016612481818181816,0.01827373,3.2672925,0.9918563636363636
MATR_b1c26,50,0.018738849999999998,0.020612735,3.2572417,0.9918563636363636
MATR_b1c26,50,0.02106343,0.023169773000000005,3.247189,0.9918563636363636
MATR_b1c26,50,0.023932059090909088,0.026325265,3.2371573,0.9918563636363636
MATR_b1c26,50,0.027449385454545453,0.030194324,3.2269197,0.9918563636363636
MATR_b1c26,50,0.03192952090909091,0.035122473,3.2167325,0.9918563636363636
MATR_b1c26,50,0.03744820636363636,0.041193027,3.2076621,0.9918563636363636
MATR_b1c26,50,0.04297285636363636,0.047270142,3.2006469,0.9918563636363636
MATR_b1c26,50,0.048590793636363636,0.053449873,3.1954141,0.9918563636363636
MATR_b1c26,50,0.054145587272727266,0.059560145999999994,3.1911092,0.9918563636363636
MATR_b1c26,50,0.05975585727272727,0.065731443,3.1879916,0.9918563636363636
MATR_b1c26,50,0.0653303618181818,0.071863398,3.1852279,0.9918563636363636
MATR_b1c26,50,0.07078604909090909,0.077864654,3.1828198,0.9918563636363636
MATR_b1c26,50,0.0764315509090909,0.084074706,3.1807265,0.9918563636363636
MATR_b1c26,50,0.08198129181818181,0.090179421,3.1790128,0.9918563636363636
MATR_b1c26,50,0.08759674727272726,0.096356422,3.1774716,0.9918563636363636
MATR_b1c26,50,0.09315702727272726,0.10247273,3.1759219,0.9918563636363636
MATR_b1c26,50,0.09865505454545453,0.10852056,3.1744761,0.9918563636363636
MATR_b1c26,50,0.10426587272727271,0.11469246,3.1731048,0.9918563636363636
MATR_b1c26,50,0.10974090909090908,0.120715,3.1719069,0.9918563636363636
MATR_b1c26,50,0.11536054545454544,0.1268966,3.1707406,0.9918563636363636
MATR_b1c26,50,0.12093393636363635,0.13302733,3.1695952,0.9918563636363636
MATR_b1c26,50,0.12651023636363637,0.13916126,3.168283,0.9918563636363636
MATR_b1c26,50,0.1320636,0.14526996,3.1674619,0.9918563636363636
MATR_b1c26,50,0.1376105818181818,0.15137164,3.1662784,0.9918563636363636
MATR_b1c26,50,0.14315033636363633,0.15746536999999997,3.1653066,0.9918563636363636
MATR_b1c26,50,0.14872559999999999,0.16359816,3.1641383,0.9918563636363636
MATR_b1c26,50,0.1542795909090909,0.16970755,3.1634326,0.9918563636363636
MATR_b1c26,50,0.15984163636363635,0.1758258,3.162375,0.9918563636363636
MATR_b1c26,50,0.16544379999999997,0.18198818,3.1614194,0.9918563636363636
MATR_b1c26,50,0.17099975454545452,0.18809973,3.1604342,0.9918563636363636
MATR_b1c26,50,0.17652340909090908,0.19417575,3.1594605,0.9918563636363636
MATR_b1c26,50,0.18210515454545453,0.20031567,3.1584849,0.9918563636363636
MATR_b1c26,50,0.18766889090909092,0.20643578000000004,3.1575141,0.9918563636363636
MATR_b1c26,50,0.1932273,0.21255003,3.1565471,0.9918563636363636
MATR_b1c26,50,0.19879581818181816,0.2186754,3.1557736,0.9918563636363636
MATR_b1c26,50,0.2043559909090909,0.22479159,3.1549716,0.9918563636363636
MATR_b1c26,50,0.2098983636363636,0.2308882,3.1539617,0.9918563636363636
MATR_b1c26,50,0.21544315454545454,0.23698747,3.1529307,0.9918563636363636
MATR_b1c26,50,0.2209969,0.24309659000000003,3.1520934,0.9918563636363636
MATR_b1c26,50,0.22660733636363636,0.24926807,3.1512094,0.9918563636363636
MATR_b1c26,50,0.2321540181818182,0.25536942,3.1502423,0.9918563636363636
MATR_b1c26,50,0.23773694545454546,0.26151064,3.1491313,0.9918563636363636
MATR_b1c26,50,0.2432647909090909,0.26759127,3.1484303,0.9918563636363636
MATR_b1c26,50,0.24885903636363635,0.27374494,3.1474614,0.9918563636363636
MATR_b1c26,50,0.2544202545454545,0.27986228,3.1464229,0.9918563636363636
MATR_b1c26,50,0.2599594,0.28595534000000006,3.1457009,0.9918563636363636
MATR_b1c26,50,0.2655422454545454,0.29209647,3.1443515,0.9918563636363636
MATR_b1c26,50,0.27106712727272725,0.29817384,3.1434684,0.9918563636363636
MATR_b1c26,50,0.27667119090909087,0.30433831,3.1426053,0.9918563636363636
MATR_b1c26,50,0.28222054545454545,0.3104426,3.1416173,0.9918563636363636
MATR_b1c26,50,0.2877451363636363,0.31651964999999993,3.1405139,0.9918563636363636
MATR_b1c26,50,0.29334850909090904,0.32268336,3.1396871,0.9918563636363636
MATR_b1c26,50,0.2989096,0.32880056,3.1385875,0.9918563636363636
MATR_b1c26,50,0.3043988909090909,0.33483878,3.1375842,0.9918563636363636
MATR_b1c26,50,0.30996972727272726,0.3409667,3.1366143,0.9918563636363636
MATR_b1c26,50,0.3155707272727272,0.3471278,3.1356759,0.9918563636363636
MATR_b1c26,50,0.3211603090909091,0.35327634,3.1345458,0.9918563636363636
MATR_b1c26,50,0.32672955454545455,0.35940251,3.1335292,0.9918563636363636
MATR_b1c26,50,0.3322702636363636,0.36549729,3.1324258,0.9918563636363636
MATR_b1c26,50,0.3378478545454545,0.37163264,3.1311975,0.9918563636363636
MATR_b1c26,50,0.34336951818181816,0.37770647,3.1303554,0.9918563636363636
MATR_b1c26,50,0.3489672636363636,0.38386399,3.1291966,0.9918563636363636
MATR_b1c26,50,0.3545124454545454,0.38996369,3.1280189,0.9918563636363636
MATR_b1c26,50,0.36010110909090903,0.39611122,3.1269784,0.9918563636363636
MATR_b1c26,50,0.36566869999999996,0.40223557,3.1259828,0.9918563636363636
MATR_b1c26,50,0.37121548181818176,0.40833703,3.124722,0.9918563636363636
MATR_b1c26,50,0.3767720363636363,0.41444924,3.1235137,0.9918563636363636
MATR_b1c26,50,0.3823457818181818,0.42058036,3.1224027,0.9918563636363636
MATR_b1c26,50,0.3878724818181818,0.42665973,3.1212211,0.9918563636363636
MATR_b1c26,50,0.3934393727272727,0.43278331,3.1200433,0.9918563636363636
MATR_b1c26,50,0.3990172818181818,0.43891901,3.1188941,0.9918563636363636
MATR_b1c26,50,0.40458205454545454,0.44504026,3.1176562,0.9918563636363636
MATR_b1c26,50,0.41013611818181817,0.45114973,3.1164927,0.9918563636363636
MATR_b1c26,50,0.4156616636363636,0.45722783,3.1152968,0.9918563636363636
MATR_b1c26,50,0.42126099999999994,0.4633871,3.1141105,0.9918563636363636
MATR_b1c26,50,0.4268053181818181,0.4694858499999999,3.1128058,0.9918563636363636
MATR_b1c26,50,0.43237352727272726,0.47561088,3.1115623,0.9918563636363636
MATR_b1c26,50,0.43792859999999995,0.48172146,3.1103015,0.9918563636363636
MATR_b1c26,50,0.4434322454545454,0.48777547,3.1090217,0.9918563636363636
MATR_b1c26,50,0.4490447818181818,0.49394926,3.1076474,0.9918563636363636
MATR_b1c26,50,0.4546031636363636,0.50006348,3.106586,0.9918563636363636
MATR_b1c26,50,0.4601641090909091,0.50618052,3.1053071,0.9918563636363636
MATR_b1c26,50,0.465732,0.5123052,3.1039586,0.9918563636363636
MATR_b1c26,50,0.47128655454545454,0.51841521,3.1026559,0.9918563636363636
MATR_b1c26,50,0.4768489181818181,0.52453381,3.1014161,0.9918563636363636
MATR_b1c26,50,0.4824150181818181,0.53065652,3.0999818,0.9918563636363636
MATR_b1c26,50,0.48797824545454543,0.53677607,3.0986829,0.9918563636363636
MATR_b1c26,50,0.4935453727272727,0.54289991,3.0974183,0.9918563636363636
MATR_b1c26,50,0.49909077272727265,0.54899985,3.0960793,0.9918563636363636
MATR_b1c26,50,0.5046439727272727,0.55510837,3.0948033,0.9918563636363636
MATR_b1c26,50,0.5101982545454544,0.56121808,3.0934405,0.9918563636363636
MATR_b1c26,50,0.5157451727272727,0.56731969,3.0921416,0.9918563636363636
MATR_b1c26,50,0.521307209090909,0.57343793,3.0905986,0.9918563636363636
MATR_b1c26,50,0.5268833818181818,0.5795717200000001,3.0894618,0.9918563636363636
MATR_b1c26,50,0.5324721363636363,0.58571935,3.0880942,0.9918563636363636
MATR_b1c26,50,0.5380136818181818,0.59181505,3.08676,0.9918563636363636
MATR_b1c26,50,0.5435862909090908,0.59794492,3.0851607,0.9918563636363636
MATR_b1c26,50,0.5491536272727272,0.60406899,3.0839486,0.9918563636363636
MATR_b1c26,50,0.554689009090909,0.61015791,3.0824771,0.9918563636363636
MATR_b1c26,50,0.5602831181818181,0.61631143,3.080936,0.9918563636363636
MATR_b1c26,50,0.5658114454545454,0.62239259,3.0795951,0.9918563636363636
MATR_b1c26,50,0.5713716454545454,0.62850881,3.0779815,0.9918563636363636
MATR_b1c26,50,0.5769311272727272,0.63462424,3.0766358,0.9918563636363636
MATR_b1c26,50,0.5824992363636363,0.64074916,3.075151,0.9918563636363636
MATR_b1c26,50,0.5880749727272727,0.64688247,3.0734363,0.9918563636363636
MATR_b1c26,50,0.5936316454545454,0.6529948099999999,3.071794,0.9918563636363636
MATR_b1c26,50,0.5991971454545454,0.65911686,3.0702233,0.9918563636363636
MATR_b1c26,50,0.6047012545454544,0.6651713799999999,3.0685697,0.9918563636363636
MATR_b1c26,50,0.6103185636363636,0.67135042,3.0668817,0.9918563636363636
MATR_b1c26,50,0.6158441272727272,0.67742854,3.065124,0.9918563636363636
MATR_b1c26,50,0.6214256181818181,0.68356818,3.0634208,0.9918563636363636
MATR_b1c26,50,0.6269885181818181,0.68968737,3.0618434,0.9918563636363636
MATR_b1c26,50,0.6325148454545454,0.69576633,3.0600152,0.9918563636363636
MATR_b1c26,50,0.6380092545454544,0.70181018,3.058291,0.9918563636363636
MATR_b1c26,50,0.6435731363636363,0.70793045,3.0566077,0.9918563636363636
MATR_b1c26,50,0.6491254090909091,0.71403795,3.054462,0.9918563636363636
MATR_b1c26,50,0.6547505181818181,0.72022557,3.0525622,0.9918563636363636
MATR_b1c26,50,0.660352709090909,0.72638798,3.050508,0.9918563636363636
MATR_b1c26,50,0.6659211909090909,0.73251331,3.0485435,0.9918563636363636
