cell_id,reference_cycle,cycle,normalized_cycle_position,q_min,q_max,q_points,delta_v_mean,delta_v_median,delta_v_min,delta_v_max,delta_v_at_last_q
CALCE_CX2_33,10,11,0.0,0.00392156862745098,0.9529411764705882,243,0.002308802367032228,0.0017594291750406832,0.0006522077421085015,0.01974399409417238,0.01974399409417238
CALCE_CX2_33,10,12,0.0007936507936507937,0.00392156862745098,0.9529411764705882,243,0.00017542214101979513,0.0006348258438788612,-0.022327980833353855,0.0011304107460077262,-0.022327980833353855
CALCE_CX2_33,10,13,0.0015873015873015873,0.00392156862745098,0.9529411764705882,243,-0.00025087895300038765,0.000465083500407637,-0.03995957661321414,0.0012628772388874054,-0.03995957661321414
CALCE_CX2_33,10,14,0.002380952380952381,0.00392156862745098,0.9529411764705882,243,-0.0007993688958778746,0.0004216997097783448,-0.062390892010967924,0.0008768570106894025,-0.062390892010967924
CALCE_CX2_33,10,15,0.0031746031746031746,0.00392156862745098,0.9529411764705882,243,-0.0013043251200223283,0.00031423339380953763,-0.07973848375845893,0.0008063983352144533,-0.07973848375845893
CALCE_CX2_33,10,16,0.003968253968253968,0.00392156862745098,0.9529411764705882,243,-0.0011066625865801395,0.0005217858704327227,-0.08812056070241514,0.0017090031857143195,-0.08812056070241514
CALCE_CX2_33,10,17,0.004761904761904762,0.00392156862745098,0.9529411764705882,243,-0.0007861027537981908,0.0009638247794199195,-0.09658432400265982,0.002104780634771597,-0.09658432400265982
CALCE_CX2_33,10,18,0.005555555555555556,0.00392156862745098,0.9529411764705882,243,-0.0020219822775093045,0.0006376882490486402,-0.1261655832686155,0.001357262976762641,-0.1261655832686155
CALCE_CX2_33,10,19,0.006349206349206349,0.00392156862745098,0.9490196078431372,242,-0.005480859384497953,0.00042318386437245614,-0.19477123633268523,0.0009787552482558581,-0.19477123633268523
CALCE_CX2_33,10,20,0.007142857142857143,0.00392156862745098,0.9450980392156862,241,-0.011016643646075762,-0.004684265519188102,-0.2341677732175831,-0.001825383734912478,-0.2341677732175831
CALCE_CX2_33,10,21,0.007936507936507936,0.00392156862745098,0.9490196078431372,242,-0.007340152839588907,-0.002113127906487877,-0.2431600669951388,0.0009493513237579521,-0.2431600669951388
CALCE_CX2_33,10,22,0.00873015873015873,0.00392156862745098,0.9529411764705882,243,0.0071544968126632845,0.0067891804594482075,-0.0728670346971847,0.01688951467930533,-0.0728670346971847
CALCE_CX2_33,10,23,0.009523809523809525,0.00392156862745098,0.9529411764705882,243,0.010882913493766867,0.009615445573366355,-0.009330026071259212,0.028223169739409304,-0.009330026071259212
CALCE_CX2_33,10,24,0.010317460317460317,0.00392156862745098,0.9490196078431372,242,-0.007185490729880134,-0.001479412891334464,-0.2581056144582923,0.001573939100306454,-0.2581056144582923
CALCE_CX2_33,10,25,0.011111111111111112,0.00392156862745098,0.9490196078431372,242,-0.0035831163898198226,0.00016319119971641705,-0.20967528389528223,0.002595249955850143,-0.20967528389528223
CALCE_CX2_33,10,26,0.011904761904761904,0.00392156862745098,0.9450980392156862,241,-0.005123777053154729,-0.0005120549946528996,-0.2048970583061589,0.0023541620569549337,-0.2048970583061589
CALCE_CX2_33,10,27,0.012698412698412698,0.00392156862745098,0.9490196078431372,242,0.0024241399301372164,0.00439571576954445,-0.15857601322715498,0.00887358546598449,-0.15857601322715498
CALCE_CX2_33,10,28,0.013492063492063493,0.00392156862745098,0.9529411764705882,243,0.00969372259577296,0.009879377774749454,-0.07402815855057598,0.01955829844625878,-0.07402815855057598
CALCE_CX2_33,10,29,0.014285714285714285,0.00392156862745098,0.9450980392156862,241,-0.006201676856613251,-0.0005623569652035698,-0.24146354481996823,0.002913155439941306,-0.24146354481996823
CALCE_CX2_33,10,30,0.01507936507936508,0.00392156862745098,0.9450980392156862,241,-0.008586052686138032,-0.0017246213088051299,-0.2933365421127605,0.0016611589364678991,-0.2933365421127605
CALCE_CX2_33,10,31,0.015873015873015872,0.00392156862745098,0.9450980392156862,241,-0.009238717179774742,-0.0022535300230739352,-0.3036169466416285,0.0017341754885222826,-0.3036169466416285
CALCE_CX2_33,10,32,0.016666666666666666,0.00392156862745098,0.9450980392156862,241,-0.013460886255884688,-0.006368964031573832,-0.3289469612944287,-0.0011367179961885299,-0.3289469612944287
CALCE_CX2_33,10,33,0.01746031746031746,0.00392156862745098,0.9490196078431372,242,0.005172054808060759,0.007492471076461005,-0.1659075823906706,0.009495896541433346,-0.1659075823906706
CALCE_CX2_33,10,34,0.018253968253968255,0.00392156862745098,0.9450980392156862,241,-0.0017464220689720734,0.0019032665607534582,-0.23282696585034746,0.009813183508704526,-0.23282696585034746
CALCE_CX2_33,10,35,0.01904761904761905,0.00392156862745098,0.9411764705882353,240,-0.010527432510181163,-0.003817826451665729,-0.2829057120600802,0.049147224097660924,-0.2829057120600802
CALCE_CX2_33,10,36,0.01984126984126984,0.00392156862745098,0.9411764705882353,240,-0.010779098977005373,-0.003937529678498253,-0.3049122570383571,0.0004830889075275735,-0.3049122570383571
CALCE_CX2_33,10,37,0.020634920634920634,0.00392156862745098,0.9450980392156862,241,0.0023248752199691762,0.005837181531955782,-0.2073633117908913,0.006872932672944199,-0.2073633117908913
CALCE_CX2_33,10,38,0.02142857142857143,0.00392156862745098,0.9490196078431372,242,0.003808512841338491,0.007609471461853978,-0.24120070870818422,0.009032807874791882,-0.24120070870818422
