file_name,cycle,soh,mean_voltage_V,input_soh
CALCE_CX2_37.pkl,1,0.9995496399535674,3.821883892883425,0.9995496399535674
CALCE_CX2_37.pkl,2,0.9976789637446887,3.822610132051099,0.9976789637446887
CALCE_CX2_37.pkl,3,0.9952212983377051,3.8236467113233594,0.9952212983377051
CALCE_CX2_37.pkl,4,0.9929975270307863,3.8238689532646766,0.9929975270307863
CALCE_CX2_37.pkl,5,0.9972642133804093,3.825233816126062,0.9972642133804093
CALCE_CX2_37.pkl,6,0.9974365044020179,3.8226257497849674,0.9974365044020179
CALCE_CX2_37.pkl,7,0.9910828902556466,3.8208589508233826,0.9910828902556466
CALCE_CX2_37.pkl,8,0.9886772280369084,3.8218633951721612,0.9886772280369084
CALCE_CX2_37.pkl,9,0.987248602435169,3.823515941808512,0.987248602435169
CALCE_CX2_37.pkl,10,0.985768244844094,3.82442752564151,0.985768244844094
CALCE_CX2_37.pkl,11,0.9878613066496813,3.8246679614726506,0.9878613066496813
CALCE_CX2_37.pkl,12,0.9831991928600963,3.8196499492582037,0.9831991928600963
CALCE_CX2_37.pkl,13,0.9817436380049386,3.8221180147594875,0.9817436380049386
CALCE_CX2_37.pkl,14,0.9807419170479028,3.8229023241270284,0.9807419170479028
CALCE_CX2_37.pkl,15,0.9791754332890774,3.824424871163116,0.9791754332890774
CALCE_CX2_37.pkl,16,0.9821162422660534,3.824423061439918,0.9821162422660534
CALCE_CX2_37.pkl,17,0.9837343514519153,3.824643455816237,0.9837343514519153
CALCE_CX2_37.pkl,18,0.9839983331920062,3.821628829336035,0.9839983331920062
CALCE_CX2_37.pkl,19,0.9839841710987536,3.8250040981723585,0.9839841710987536
CALCE_CX2_37.pkl,20,0.9839509887563248,3.8245016595877237,0.9839509887563248
CALCE_CX2_37.pkl,21,0.983860641445913,3.8245306356550905,0.983860641445913
CALCE_CX2_37.pkl,22,0.9837797440643042,3.8229690881875844,0.9837797440643042
CALCE_CX2_37.pkl,23,0.9834495957282271,3.8211809534292955,0.9834495957282271
CALCE_CX2_37.pkl,24,0.9830167980854955,3.8238209009827333,0.9830167980854955
CALCE_CX2_37.pkl,25,0.9827742719609278,3.8239595528804893,0.9827742719609278
CALCE_CX2_37.pkl,26,0.9823150050185455,3.823916307165603,0.9823150050185455
CALCE_CX2_37.pkl,27,0.9819675494472448,3.8238837679555595,0.9819675494472448
CALCE_CX2_37.pkl,28,0.981831759275327,3.822320437038338,0.981831759275327
CALCE_CX2_37.pkl,29,0.9814587528211294,3.8236037968932433,0.9814587528211294
CALCE_CX2_37.pkl,30,0.9809595032895359,3.823717925174177,0.9809595032895359
CALCE_CX2_37.pkl,31,0.9805599394209596,3.823580615119829,0.9805599394209596
CALCE_CX2_37.pkl,32,0.9731898929346662,3.8201153801547156,0.9731898929346662
CALCE_CX2_37.pkl,33,0.9702908250175576,3.824809436370679,0.9702908250175576
CALCE_CX2_37.pkl,34,0.9690908532719316,3.8249612972977456,0.9690908532719316
CALCE_CX2_37.pkl,35,0.9694391917643669,3.8220492433965876,0.9694391917643669
CALCE_CX2_37.pkl,36,0.9733381936330552,3.8251104721143925,0.9733381936330552
CALCE_CX2_37.pkl,37,0.973878733630242,3.8239551513639998,0.973878733630242
CALCE_CX2_37.pkl,38,0.9681062363303972,3.8260161395834276,0.9681062363303972
CALCE_CX2_37.pkl,39,0.9737993542356475,3.8229545064333106,0.9737993542356475
CALCE_CX2_37.pkl,40,0.972454836353292,3.820376096987257,0.972454836353292
CALCE_CX2_37.pkl,41,0.9692812236347258,3.819273652816687,0.9692812236347258
CALCE_CX2_37.pkl,42,0.9666327950645431,3.820797579436652,0.9666327950645431
CALCE_CX2_37.pkl,43,0.9654996002118159,3.820215939800057,0.9654996002118159
CALCE_CX2_37.pkl,44,0.9637953066152559,3.821662338191997,0.9637953066152559
CALCE_CX2_37.pkl,45,0.9610940894008009,3.820772593517249,0.9610940894008009
CALCE_CX2_37.pkl,46,0.9617115398419284,3.824184234689383,0.9617115398419284
CALCE_CX2_37.pkl,47,0.9609775402230157,3.822230926606051,0.9609775402230157
CALCE_CX2_37.pkl,48,0.9572298730056903,3.822557939840934,0.9572298730056903
CALCE_CX2_37.pkl,49,0.9566705794867892,3.8212525865009854,0.9566705794867892
CALCE_CX2_37.pkl,50,0.9558823033413679,3.822213864326477,0.9558823033413679
CALCE_CX2_37.pkl,51,0.9536829707047919,3.8219148742741553,0.9536829707047919
CALCE_CX2_37.pkl,52,0.9553383576417451,3.824454405527005,0.9553383576417451
CALCE_CX2_37.pkl,53,0.9545213197293787,3.8237343449305667,0.9545213197293787
CALCE_CX2_37.pkl,54,0.9536340729699716,3.8221949189049855,0.9536340729699716
CALCE_CX2_37.pkl,55,0.9527548848728112,3.8229723531624367,0.9527548848728112
CALCE_CX2_37.pkl,56,0.9520975045536982,3.8231746348841438,0.9520975045536982
CALCE_CX2_37.pkl,57,0.951796543912764,3.8231523194532286,0.951796543912764
CALCE_CX2_37.pkl,58,0.9506208983739973,3.822716127866986,0.9506208983739973
CALCE_CX2_37.pkl,59,0.9497550096829799,3.8224119907137992,0.9497550096829799
CALCE_CX2_37.pkl,60,0.948926649629226,3.821375368651464,0.948926649629226
CALCE_CX2_37.pkl,61,0.9481209795516559,3.8211487095362857,0.9481209795516559
CALCE_CX2_37.pkl,62,0.9474250713688909,3.8218678424956134,0.9474250713688909
CALCE_CX2_37.pkl,63,0.9468119654266661,3.822086113674153,0.9468119654266661
CALCE_CX2_37.pkl,64,0.9465752906040366,3.824798989847216,0.9465752906040366
CALCE_CX2_37.pkl,65,0.9454458226754714,3.8221341546742993,0.9454458226754714
CALCE_CX2_37.pkl,66,0.9447470841573122,3.8234522702037426,0.9447470841573122
CALCE_CX2_37.pkl,67,0.9428142291021242,3.8227233257846556,0.9428142291021242
CALCE_CX2_37.pkl,68,0.9388076067206661,3.8233991190573913,0.9388076067206661
CALCE_CX2_37.pkl,69,0.9377109337431488,3.8231199228169284,0.9377109337431488
CALCE_CX2_37.pkl,70,0.9366232794470286,3.8221166630294667,0.9366232794470286
CALCE_CX2_37.pkl,71,0.9381053761534761,3.675578541057125,0.9381053761534761
CALCE_CX2_37.pkl,72,0.9398297972928179,3.8244000500024753,0.9398297972928179
CALCE_CX2_37.pkl,73,0.9395024308131368,3.822245921506438,0.9395024308131368
CALCE_CX2_37.pkl,74,0.943850808843169,3.824819094872888,0.943850808843169
CALCE_CX2_37.pkl,75,0.9398392690150686,3.820581573282363,0.9398392690150686
CALCE_CX2_37.pkl,76,0.9387320476436074,3.8249523694964425,0.9387320476436074
CALCE_CX2_37.pkl,77,0.9387589113404409,3.8223094198592875,0.9387589113404409
CALCE_CX2_37.pkl,78,0.937091331284837,3.823570857590211,0.937091331284837
CALCE_CX2_37.pkl,79,0.9358876344873251,3.822360640380815,0.9358876344873251
CALCE_CX2_37.pkl,80,0.9405540690394028,3.8247412875078726,0.9405540690394028
CALCE_CX2_37.pkl,81,0.941069306093651,3.8239753328995896,0.941069306093651
CALCE_CX2_37.pkl,82,0.9341042429828383,3.8204638833223385,0.9341042429828383
