elapsed_time_s,elapsed_time_min,voltage_in_V,current_in_A,discharge_capacity_in_Ah,q_normalized
0.0,0.0,3.5896268,-0.43988140909090906,5.9094841e-06,5.372258272727272e-06
0.07589999999618158,0.0012649999999363596,3.5780749,-0.9199272727272726,5.9094841e-06,5.372258272727272e-06
0.14350000000558794,0.002391666666759799,3.5678973,-1.3199156363636362,5.9094841e-06,5.372258272727272e-06
0.21020000003045425,0.003503333333840904,3.5560489,-1.7597935454545452,5.9094841e-06,5.372258272727272e-06
0.2765000000363216,0.004608333333938693,3.5448222,-2.159727727272727,0.00012549537,0.0001140867
0.3309000000008382,0.00551500000001397,3.5345159,-2.519608818181818,0.00012549537,0.0001140867
0.39690000005066395,0.006615000000844399,3.5223737,-2.9194346363636363,0.00012549537,0.0001140867
0.45130000001518056,0.007521666666919676,3.5114503,-3.279438,0.00012549537,0.0001140867
0.5057000000379048,0.008428333333965081,3.501204,-3.5995743636363633,0.00012549537,0.0001140867
0.5513000000501052,0.009188333334168419,3.4909024,-3.9194930909090906,0.00012549537,0.0001140867
0.6951000000117347,0.011585000000195578,3.4805694,-3.959556909090909,0.00012549537,0.0001140867
0.6952000000164844,0.011586666666941407,3.4805694,-3.959556909090909,0.00012549537,0.0001140867
0.8631000000168569,0.014385000000280949,3.4704022,-3.999463454545454,0.00012549537,0.0001140867
1.075200000021141,0.017920000000352352,3.4600091,-3.999585636363636,0.00012549537,0.0001140867
1.3057000000262633,0.021761666667104388,3.4498115,-3.9996620000000003,0.001302683,0.0011842572727272726
1.5696999999927357,0.026161666666545593,3.4395566,-3.9996069090909088,0.001302683,0.0011842572727272726
1.8800000000046566,0.03133333333341094,3.4291425,-3.9995340909090906,0.001302683,0.0011842572727272726
2.2102000000304542,0.03683666666717424,3.4191346,-3.999598636363636,0.001302683,0.0011842572727272726
2.5847000000067055,0.043078333333445094,3.4090152,-3.999708363636363,0.0028827328,0.002620666181818182
3.0041000000201166,0.050068333333668606,3.3988423,-3.9995275454545447,0.0028827328,0.002620666181818182
3.4778999999980442,0.057964999999967404,3.3886266,-3.999888636363636,0.0039540343,0.003594576636363636
3.9992000000202097,0.06665333333367016,3.3786054,-3.9997052727272724,0.0039540343,0.003594576636363636
4.577000000048429,0.07628333333414047,3.3685622,-3.999739090909091,0.005307199,0.004824726363636364
5.2180999999982305,0.08696833333330384,3.3584104,-3.9998995454545447,0.005307199,0.004824726363636364
5.92180000001099,0.09869666666684983,3.3482108,-3.999437,0.0069549377,0.006322670636363636
6.701100000005681,0.11168500000009468,3.3380589,-3.999662818181818,0.0079026287,0.007184207909090909
6.701200000010431,0.11168666666684052,3.3380589,-3.999662818181818,0.0079026287,0.007184207909090909
7.537899999995716,0.12563166666659525,3.3279834,-4.000051636363636,0.0088880807,0.008080073363636362
8.496099999989383,0.1416016666664897,3.3179717,-3.9997729090909084,0.010075229,0.00915929909090909
9.510000000009313,0.1585000000001552,3.3079152,-3.999884818181818,0.011264185,0.010240168181818181
9.510100000014063,0.15850166666690105,3.3079152,-3.999884818181818,0.011264185,0.010240168181818181
10.646400000026915,0.1774400000004486,3.2977757,-4.000047363636363,0.012696883,0.011542620909090908
11.889399999985471,0.19815666666642454,3.2877526,-3.999976636363636,0.0141918,0.012901636363636362
13.26420000003418,0.22107000000056967,3.2777066,-4.000129727272727,0.015919928,0.014472661818181817
14.854600000020582,0.2475766666670097,3.2675099,-3.999982727272727,0.017862726,0.016238841818181814
16.632100000046194,0.27720166666743656,3.2572808,-3.999937272727272,0.019995153,0.01817741181818182
18.71689999999944,0.311948333333324,3.2472281,-3.999980545454545,0.022537807,0.020488915454545453
18.71700000000419,0.31195000000006984,3.2472281,-3.999980545454545,0.022537807,0.020488915454545453
21.09380000003148,0.351563333333858,3.2371755,-4.000427545454546,0.025488771,0.02317161
24.01469999999972,0.40024499999999535,3.2269864,-3.999751727272727,0.02905078,0.026409799999999997
24.01480000000447,0.4002466666667412,3.2269864,-3.999751727272727,0.02905078,0.026409799999999997
27.664500000013504,0.46107500000022505,3.2169204,-3.999979727272727,0.033508625,0.03046238636363636
27.664600000018254,0.4610766666669709,3.2169204,-3.999979727272727,0.033508625,0.03046238636363636
32.48110000003362,0.541351666667227,3.2068553,-3.999926818181818,0.039345477,0.03576861545454545
37.489700000034645,0.6248283333339107,3.1991401,-3.9997009999999995,0.0453903,0.04126390909090909
37.489800000039395,0.6248300000006566,3.1991401,-3.9997009999999995,0.0453903,0.04126390909090909
42.49730000004638,0.7082883333341063,3.1934762,-4.000348999999999,0.051605791,0.04691435545454545
42.49739999999292,0.7082899999998821,3.1934762,-4.000348999999999,0.051605791,0.04691435545454545
47.49830000003567,0.7916383333339279,3.1888146,-4.0001370909090905,0.057773482,0.05252134727272727
47.49840000004042,0.7916400000006737,3.1888146,-4.0001370909090905,0.057773482,0.05252134727272727
52.50339999998687,0.8750566666664478,3.1853995,-3.999807636363636,0.063888997,0.05808090636363636
52.50349999999162,0.8750583333331936,3.1853995,-3.999807636363636,0.063888997,0.05808090636363636
57.51010000001406,0.9585016666669011,3.1823487,-4.000206818181818,0.0698869,0.06353354545454545
62.51589999999851,1.0419316666666418,3.1799607,-4.000014363636364,0.076128177,0.06920743363636364
62.51600000000326,1.0419333333333876,3.1799607,-4.000014363636364,0.076128177,0.06920743363636364
67.5226000000257,1.125376666667095,3.1777377,-3.999714818181818,0.082198896,0.07472626909090908
67.52270000003045,1.125378333333841,3.1777377,-3.999714818181818,0.082198896,0.07472626909090908
72.53000000002794,1.208833333333799,3.1758695,-3.9997664545454543,0.088358901,0.08032627363636363
77.53020000003744,1.292170000000624,3.1741252,-3.9998730909090905,0.094324633,0.08574966636363636
77.53029999998398,1.2921716666663996,3.1741252,-3.9998730909090905,0.094324633,0.08574966636363636
82.53850000002421,1.3756416666670703,3.1725001,-4.000246727272727,0.10057113,0.09142829999999999
87.54749999998603,1.459124999999767,3.1709971,-4.000295272727272,0.10666689,0.0969699
87.54760000004899,1.4591266666674831,3.1709971,-4.000295272727272,0.10666689,0.0969699
92.55370000004768,1.5425616666674613,3.1695476,-3.999982727272727,0.11280266,0.10254787272727271
97.55530000000726,1.6259216666667877,3.1683984,-3.9998921818181814,0.11895632,0.10814210909090909
97.55540000001201,1.6259233333335337,3.1683984,-3.9998921818181814,0.11895632,0.10814210909090909
102.56220000004396,1.7093700000007326,3.1671948,-4.0000113636363634,0.12507375,0.11370340909090909
107.57170000002952,1.7928616666671586,3.1661124,-4.00021809090909,0.13114855,0.11922595454545454
112.57839999999851,1.876306666666642,3.1648583,-4.000120999999999,0.13730222,0.12482019999999999
117.57860000000801,1.9596433333334669,3.1637006,-4.0002142727272725,0.14340073,0.1303643
122.5863000000245,2.0431050000004083,3.1625686,-4.000124454545454,0.14947799,0.13588908181818182
122.58640000002924,2.0431066666671542,3.1625686,-4.000124454545454,0.14947799,0.13588908181818182
127.5966999999946,2.1266116666665766,3.1615138,-3.999807636363636,0.15567143,0.1415194818181818
132.60420000000158,2.210070000000026,3.1606107,-3.9998149999999995,0.16172966,0.1470269636363636
132.60430000000633,2.210071666666772,3.1606107,-3.9998149999999995,0.16172966,0.1470269636363636
137.6081000000122,2.2934683333335366,3.1595387,-4.000000909090908,0.16783324,0.1525756727272727
137.60820000001695,2.2934700000002826,3.1595387,-4.000000909090908,0.16783324,0.1525756727272727
142.6095000000205,2.3768250000003417,3.158587,-4.000122363636364,0.17401876,0.1581988727272727
147.6184999999823,2.4603083333330384,3.1575398,-4.000032636363636,0.1800632,0.16369381818181816
152.62430000002496,2.5437383333337493,3.1566739,-4.000240272727273,0.18622968,0.16929970909090908
152.6244000000297,2.5437400000004953,3.1566739,-4.000240272727273,0.18622968,0.16929970909090908
157.63340000004973,2.6272233333341624,3.1556296,-4.0000967272727275,0.19237991,0.17489082727272726
157.63349999999627,2.627224999999938,3.1556296,-4.0000967272727275,0.19237991,0.17489082727272726
162.63880000001518,2.7106466666669196,3.1544938,-3.999903818181818,0.19838183,0.18034711818181817
167.641900000046,2.7940316666674336,3.1537108,-4.000244545454545,0.20457619,0.18597835454545453
167.64199999999255,2.7940333333332092,3.1537108,-4.000244545454545,0.20457619,0.18597835454545453
172.65419999998994,2.8775699999998325,3.1528449,-3.999993545454545,0.2107133,0.19155754545454542
177.66320000000997,2.9610533333334996,3.1517892,-3.999825363636363,0.21682756,0.19711596363636363
177.66330000001471,2.961055000000245,3.1517892,-3.999825363636363,0.21682756,0.19711596363636363
182.6773000000394,3.0446216666673234,3.1508374,-4.000004818181818,0.22297415,0.20270377272727272
187.6885000000475,3.1281416666674584,3.1497502,-4.0001466363636355,0.22910561,0.20827782727272726
192.69209999998566,3.211534999999761,3.1488986,-4.000202545454545,0.23516916,0.21379014545454542
192.69220000004862,3.211536666667477,3.1488986,-4.000202545454545,0.23516916,0.21379014545454542
197.69880000001285,3.2949800000002143,3.1479115,-4.0000967272727275,0.24122272,0.2192933818181818
202.70760000002338,3.3784600000003895,3.1470466,-3.9999111818181814,0.24743964,0.22494512727272725
202.70770000002813,3.3784616666671354,3.1470466,-3.9999111818181814,0.24743964,0.22494512727272725
207.71350000001257,3.4618916666668764,3.1460395,-3.999996636363636,0.25357449,0.2305222636363636
212.71870000002673,3.545311666667112,3.14502,-4.0000196363636356,0.25966844,0.23606221818181816
217.72120000002906,3.628686666667151,3.1440377,-4.000339545454545,0.26575911,0.2415991909090909
217.7213000000338,3.628688333333897,3.1440377,-4.000339545454545,0.26575911,0.2415991909090909
222.72960000002058,3.712160000000343,3.143002,-3.9998349090909087,0.27191469,0.24719517272727273
227.73380000004545,3.795563333334091,3.1421742,-3.9999298181818177,0.27799582,0.2527234727272727
232.74050000001444,3.879008333333574,3.1410708,-3.999720090909091,0.28412569,0.2582960818181818
237.74230000004172,3.962371666667362,3.1400695,-4.000225545454545,0.29027629,0.2638875363636363
242.74730000004638,4.045788333334106,3.1392026,-3.9998383636363632,0.29640633,0.2694603
242.74739999999292,4.045789999999882,3.1392026,-3.9998383636363632,0.29640633,0.2694603
