file_name,cycle,soh
CALCE_CX2_37.pkl,1,0.9995496399535674
CALCE_CX2_37.pkl,2,0.9976789637446887
CALCE_CX2_37.pkl,3,0.9952212983377051
CALCE_CX2_37.pkl,4,0.9929975270307863
CALCE_CX2_37.pkl,5,0.9972642133804093
CALCE_CX2_37.pkl,6,0.9974365044020179
CALCE_CX2_37.pkl,7,0.9910828902556466
CALCE_CX2_37.pkl,8,0.9886772280369084
CALCE_CX2_37.pkl,9,0.987248602435169
CALCE_CX2_37.pkl,10,0.985768244844094
CALCE_CX2_37.pkl,11,0.9878613066496813
CALCE_CX2_37.pkl,12,0.9831991928600963
CALCE_CX2_37.pkl,13,0.9817436380049386
CALCE_CX2_37.pkl,14,0.9807419170479028
CALCE_CX2_37.pkl,15,0.9791754332890774
CALCE_CX2_37.pkl,16,0.9821162422660534
CALCE_CX2_37.pkl,17,0.9837343514519153
CALCE_CX2_37.pkl,18,0.9839983331920062
CALCE_CX2_37.pkl,19,0.9839841710987536
CALCE_CX2_37.pkl,20,0.9839509887563248
CALCE_CX2_37.pkl,21,0.983860641445913
CALCE_CX2_37.pkl,22,0.9837797440643042
CALCE_CX2_37.pkl,23,0.9834495957282271
CALCE_CX2_37.pkl,24,0.9830167980854955
CALCE_CX2_37.pkl,25,0.9827742719609278
CALCE_CX2_37.pkl,26,0.9823150050185455
CALCE_CX2_37.pkl,27,0.9819675494472448
CALCE_CX2_37.pkl,28,0.981831759275327
CALCE_CX2_37.pkl,29,0.9814587528211294
CALCE_CX2_37.pkl,30,0.9809595032895359
CALCE_CX2_37.pkl,31,0.9805599394209596
CALCE_CX2_37.pkl,32,0.9731898929346662
CALCE_CX2_37.pkl,33,0.9702908250175576
CALCE_CX2_37.pkl,34,0.9690908532719316
CALCE_CX2_37.pkl,35,0.9694391917643669
CALCE_CX2_37.pkl,36,0.9733381936330552
CALCE_CX2_37.pkl,37,0.973878733630242
CALCE_CX2_37.pkl,38,0.9681062363303972
CALCE_CX2_37.pkl,39,0.9737993542356475
CALCE_CX2_37.pkl,40,0.972454836353292
CALCE_CX2_37.pkl,41,0.9692812236347258
CALCE_CX2_37.pkl,42,0.9666327950645431
CALCE_CX2_37.pkl,43,0.9654996002118159
CALCE_CX2_37.pkl,44,0.9637953066152559
CALCE_CX2_37.pkl,45,0.9610940894008009
CALCE_CX2_37.pkl,46,0.9617115398419284
CALCE_CX2_37.pkl,47,0.9609775402230157
CALCE_CX2_37.pkl,48,0.9572298730056903
CALCE_CX2_37.pkl,49,0.9566705794867892
CALCE_CX2_37.pkl,50,0.9558823033413679
CALCE_CX2_37.pkl,51,0.9536829707047919
CALCE_CX2_37.pkl,52,0.9553383576417451
CALCE_CX2_37.pkl,53,0.9545213197293787
CALCE_CX2_37.pkl,54,0.9536340729699716
CALCE_CX2_37.pkl,55,0.9527548848728112
CALCE_CX2_37.pkl,56,0.9520975045536982
CALCE_CX2_37.pkl,57,0.951796543912764
CALCE_CX2_37.pkl,58,0.9506208983739973
CALCE_CX2_37.pkl,59,0.9497550096829799
CALCE_CX2_37.pkl,60,0.948926649629226
CALCE_CX2_37.pkl,61,0.9481209795516559
CALCE_CX2_37.pkl,62,0.9474250713688909
CALCE_CX2_37.pkl,63,0.9468119654266661
CALCE_CX2_37.pkl,64,0.9465752906040366
CALCE_CX2_37.pkl,65,0.9454458226754714
CALCE_CX2_37.pkl,66,0.9447470841573122
CALCE_CX2_37.pkl,67,0.9428142291021242
CALCE_CX2_37.pkl,68,0.9388076067206661
CALCE_CX2_37.pkl,69,0.9377109337431488
CALCE_CX2_37.pkl,70,0.9366232794470286
CALCE_CX2_37.pkl,71,0.9381053761534761
CALCE_CX2_37.pkl,72,0.9398297972928179
CALCE_CX2_37.pkl,73,0.9395024308131368
CALCE_CX2_37.pkl,74,0.943850808843169
CALCE_CX2_37.pkl,75,0.9398392690150686
CALCE_CX2_37.pkl,76,0.9387320476436074
CALCE_CX2_37.pkl,77,0.9387589113404409
CALCE_CX2_37.pkl,78,0.937091331284837
CALCE_CX2_37.pkl,79,0.9358876344873251
CALCE_CX2_37.pkl,80,0.9405540690394028
CALCE_CX2_37.pkl,81,0.941069306093651
CALCE_CX2_37.pkl,82,0.9341042429828383
CALCE_CX2_37.pkl,83,0.9331922462824943
CALCE_CX2_37.pkl,84,0.9328178085833784
CALCE_CX2_37.pkl,85,0.9311180077538254
CALCE_CX2_37.pkl,86,0.9311415219052493
CALCE_CX2_37.pkl,87,0.935694930274207
CALCE_CX2_37.pkl,88,0.9363797462992012
CALCE_CX2_37.pkl,89,0.9284550061089606
CALCE_CX2_37.pkl,90,0.927658801692943
CALCE_CX2_37.pkl,91,0.927631149596547
CALCE_CX2_37.pkl,92,0.9277180720172042
CALCE_CX2_37.pkl,93,0.9304052802786243
CALCE_CX2_37.pkl,94,0.9308594373293428
CALCE_CX2_37.pkl,95,0.9323114426853694
CALCE_CX2_37.pkl,96,0.9329081892112363
CALCE_CX2_37.pkl,97,0.9333268482984668
CALCE_CX2_37.pkl,98,0.9336699764453095
CALCE_CX2_37.pkl,99,0.934256060038875
CALCE_CX2_37.pkl,100,0.9341749785387575
