epoch,meta_loss,checkpoint_selection_meta_loss,checkpoint_selection_metric,mean_support_loss,gradient_norm,elapsed_seconds,outer_learning_rate,CALCE_CX2_16_support_loss,CALCE_CX2_16_query_loss,CALCE_CX2_33_support_loss,CALCE_CX2_33_query_loss,CALCE_CX2_34_support_loss,CALCE_CX2_34_query_loss,CALCE_CX2_35_support_loss,CALCE_CX2_35_query_loss,CALCE_CX2_36_support_loss,CALCE_CX2_36_query_loss
1,0.5697132349014282,0.5389521241188049,deterministic_post_update_meta_query_loss,0.9237796068191528,1.9835309718704526,2.3537286617793143,0.001,0.8968513607978821,0.6513402462005615,0.9223079681396484,0.5653805732727051,0.9191821813583374,0.5258289575576782,0.9714328050613403,0.6061580181121826,0.9091237783432007,0.4998582601547241
2,0.5389429926872253,0.5086033165454864,deterministic_post_update_meta_query_loss,0.8869163393974304,1.9424101465894044,4.76560404477641,0.001,0.8610830307006836,0.6180323958396912,0.8856908082962036,0.5346959829330444,0.8816894292831421,0.4960511326789856,0.9339281320571899,0.574470579624176,0.8721907138824463,0.47146469354629517
3,0.5086487531661987,0.4785592794418335,deterministic_post_update_meta_query_loss,0.8504249453544617,1.9045418100661826,7.2029967699199915,0.001,0.8263349533081055,0.5853097438812256,0.8498228192329407,0.5045686960220337,0.8466921448707581,0.4672287106513977,0.8948612213134766,0.5427481532096863,0.834414005279541,0.4433884918689728
4,0.47858020663261414,0.448738569021225,deterministic_post_update_meta_query_loss,0.8143665194511414,1.8677363653475796,9.652021080954,0.001,0.7878903746604919,0.5524234771728516,0.8136407732963562,0.4746655523777008,0.810149073600769,0.43856576085090637,0.8600832223892212,0.5118613839149475,0.8000696897506714,0.4153846502304077
5,0.44859811663627625,0.4190230965614319,deterministic_post_update_meta_query_loss,0.7759119868278503,1.8315013926906492,12.108966535888612,0.001,0.754219651222229,0.5202695727348328,0.7732076644897461,0.4446611702442169,0.7713602781295776,0.41004061698913574,0.8206323385238647,0.4808076322078705,0.7601398825645447,0.38721153140068054
6,0.4189054071903229,0.3892629086971283,deterministic_post_update_meta_query_loss,0.7395439147949219,1.7972763366757047,14.575961106922477,0.001,0.7163570523262024,0.48781129717826843,0.7388905882835388,0.41524064540863037,0.7378469705581665,0.38181671500205994,0.7814971804618835,0.4497794210910797,0.7231276631355286,0.3598789870738983
7,0.38927921652793884,0.3593224585056305,deterministic_post_update_meta_query_loss,0.7044130563735962,1.7640881123095236,17.061052846955135,0.001,0.6819266080856323,0.45543164014816284,0.7033715844154358,0.38573697209358215,0.6974384784698486,0.3533105254173279,0.7490891814231873,0.4191734194755554,0.6902393102645874,0.33274349570274353
8,0.3593743145465851,0.3291066586971283,deterministic_post_update_meta_query_loss,0.6680623888969421,1.730289333187441,19.644208419835195,0.001,0.6454285383224487,0.42262229323387146,0.6693940162658691,0.3561393916606903,0.6625303030014038,0.3251273036003113,0.7088649868965149,0.3879431486129761,0.654094398021698,0.3050394356250763
9,0.3290252685546875,0.2985555738210678,deterministic_post_update_meta_query_loss,0.625705897808075,1.6945535185916405,22.11192156886682,0.001,0.6027672290802002,0.38913747668266296,0.6235098838806152,0.32578569650650024,0.6208699941635132,0.29659196734428406,0.6678593754768372,0.3563159704208374,0.6135231852531433,0.27729520201683044
10,0.2985256612300873,0.26763602197170255,deterministic_post_update_meta_query_loss,0.5872458815574646,1.6573007415571328,24.566442852839828,0.001,0.5671989917755127,0.3554943799972534,0.5843428373336792,0.2953992486000061,0.5871008634567261,0.26794004440307617,0.6240254640579224,0.32424238324165344,0.5735612511634827,0.24955211579799652
