file_name,cycle,soh
CALCE_CX2_37.pkl,1,0.9995496399535674
CALCE_CX2_37.pkl,2,0.9976789637446887
CALCE_CX2_37.pkl,3,0.9952212983377051
CALCE_CX2_37.pkl,4,0.9929975270307863
CALCE_CX2_37.pkl,5,0.9972642133804093
CALCE_CX2_37.pkl,6,0.9974365044020179
CALCE_CX2_37.pkl,7,0.9910828902556466
CALCE_CX2_37.pkl,8,0.9886772280369084
CALCE_CX2_37.pkl,9,0.987248602435169
CALCE_CX2_37.pkl,10,0.985768244844094
CALCE_CX2_37.pkl,11,0.9878613066496813
CALCE_CX2_37.pkl,12,0.9831991928600963
CALCE_CX2_37.pkl,13,0.9817436380049386
CALCE_CX2_37.pkl,14,0.9807419170479028
CALCE_CX2_37.pkl,15,0.9791754332890774
CALCE_CX2_37.pkl,16,0.9821162422660534
CALCE_CX2_37.pkl,17,0.9837343514519153
CALCE_CX2_37.pkl,18,0.9839983331920062
CALCE_CX2_37.pkl,19,0.9839841710987536
CALCE_CX2_37.pkl,20,0.9839509887563248
CALCE_CX2_37.pkl,21,0.983860641445913
CALCE_CX2_37.pkl,22,0.9837797440643042
CALCE_CX2_37.pkl,23,0.9834495957282271
CALCE_CX2_37.pkl,24,0.9830167980854955
CALCE_CX2_37.pkl,25,0.9827742719609278
CALCE_CX2_37.pkl,26,0.9823150050185455
CALCE_CX2_37.pkl,27,0.9819675494472448
CALCE_CX2_37.pkl,28,0.981831759275327
CALCE_CX2_37.pkl,29,0.9814587528211294
CALCE_CX2_37.pkl,30,0.9809595032895359
CALCE_CX2_37.pkl,31,0.9805599394209596
CALCE_CX2_37.pkl,32,0.9731898929346662
CALCE_CX2_37.pkl,33,0.9702908250175576
CALCE_CX2_37.pkl,34,0.9690908532719316
CALCE_CX2_37.pkl,35,0.9694391917643669
CALCE_CX2_37.pkl,36,0.9733381936330552
CALCE_CX2_37.pkl,37,0.973878733630242
CALCE_CX2_37.pkl,38,0.9681062363303972
CALCE_CX2_37.pkl,39,0.9737993542356475
CALCE_CX2_37.pkl,40,0.972454836353292
CALCE_CX2_37.pkl,41,0.9692812236347258
CALCE_CX2_37.pkl,42,0.9666327950645431
CALCE_CX2_37.pkl,43,0.9654996002118159
CALCE_CX2_37.pkl,44,0.9637953066152559
CALCE_CX2_37.pkl,45,0.9610940894008009
CALCE_CX2_37.pkl,46,0.9617115398419284
CALCE_CX2_37.pkl,47,0.9609775402230157
CALCE_CX2_37.pkl,48,0.9572298730056903
CALCE_CX2_37.pkl,49,0.9566705794867892
CALCE_CX2_37.pkl,50,0.9558823033413679
