step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse,nonfinite_gradient_parameters
1,2.190507650375366,2.1904852390289307,0.11215957999229431,0.0002,4.659178733825684,False,1024.0,1024.0,16,0.004401208832859993,0.001307677011936903,0.0006923861801624298,MATR_b1c28|MATR_b1c45|MATR_b1c20|MATR_b3c21|MATR_b3c19|MATR_b4c2|MATR_b3c16|MATR_b4c25|MATR_b3c5|MATR_b1c26|MATR_b3c11|MATR_b4c19|MATR_b4c33|MATR_b3c26|MATR_b1c45|MATR_b4c23,570|429|167|209|635|546|1190|432|284|633|418|553|335|554|387|310,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,125,128,128,0.4820561909090908,0.9599049090909091,-6.038793563842773,0.47163107991218567,-0.146728515625,0.021453857421875,0.6670287847518921,0.712035059928894,0.5542963147163391,0.7960954904556274,0.5605473518371582,0.8563653826713562,0.0,69.2509765625,176.0,0.0001,,0.29627195559442043,,
2,2.14057993888855,2.1405465602874756,0.08370751142501831,0.0004,3.746581792831421,False,1024.0,1024.0,16,0.0034333462826907635,0.0008153459057211876,0.00044879084452986717,MATR_b4c4|MATR_b2c23|MATR_b1c28|MATR_b1c38|MATR_b2c18|MATR_b2c4|MATR_b2c11|MATR_b3c0|MATR_b4c13|MATR_b3c8|MATR_b2c39|MATR_b2c39|MATR_b2c2|MATR_b2c46|MATR_b3c26|MATR_b4c16,260|262|580|214|302|108|189|350|341|201|215|245|222|343|563|275,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14,121,106,128,0.22817332727272724,0.9799859999999999,-9.497807502746582,0.7452248334884644,-0.123046875,-0.00836944580078125,0.6641247868537903,0.7215198874473572,0.5548151731491089,0.7918182015419006,0.5599198937416077,0.8161424398422241,0.0,69.8466796875,194.0,0.0001,,0.3454033397138119,,
3,2.7055108547210693,2.7054286003112793,0.13695582747459412,0.0006,5.669562816619873,False,1024.0,1024.0,16,0.004109902773052454,0.0006039203144609928,0.00041860388591885567,MATR_b1c32|MATR_b4c39|MATR_b1c17|MATR_b2c47|MATR_b4c43|MATR_b2c13|MATR_b1c9|MATR_b4c41|MATR_b2c18|MATR_b2c26|MATR_b1c24|MATR_b2c2|MATR_b1c23|MATR_b1c32|MATR_b4c38|MATR_b4c19,190|446|635|414|399|168|489|772|142|298|481|245|221|456|876|237,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,123,128,128,0.3939060727272727,0.9799599999999998,-7.239790439605713,0.7448706030845642,-0.1280517578125,-0.036865234375,0.6830476522445679,0.7328948378562927,0.5546075105667114,0.7904180288314819,0.5616990923881531,0.8367211222648621,0.0,69.9169921875,196.0,0.0001,,0.3631566008552909,,
4,1.6740663051605225,1.6739966869354248,0.08698651939630508,0.0008,2.2609705924987793,False,1024.0,1024.0,16,0.003716436680406332,0.0006233560852706432,0.00034914398565888405,MATR_b1c24|MATR_b4c35|MATR_b2c1|MATR_b4c28|MATR_b1c39|MATR_b4c23|MATR_b1c36|MATR_b4c5|MATR_b4c22|MATR_b2c17|MATR_b1c36|MATR_b1c9|MATR_b2c31|MATR_b1c15|MATR_b2c44|MATR_b3c11,364|336|133|181|386|454|416|622|552|328|348|261|305|498|136|349,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,121,37,128,0.5514941454545453,0.9837372727272727,-5.092740058898926,0.7963338494300842,-0.1634521484375,-0.05572509765625,0.6821352243423462,0.7285006642341614,0.5544000267982483,0.7933536171913147,0.5613847970962524,0.8607231974601746,0.0,69.8466796875,196.0,0.0001,,0.378488018643111,,
5,4.310080051422119,4.309941291809082,0.13861094415187836,0.001,10.991074562072754,False,1024.0,1024.0,16,0.0035412688739597797,0.0005974988453090191,0.00036418111994862556,MATR_b1c7|MATR_b1c31|MATR_b1c28|MATR_b2c44|MATR_b3c12|MATR_b4c8|MATR_b1c29|MATR_b3c16|MATR_b4c5|MATR_b1c39|MATR_b4c0|MATR_b4c2|MATR_b3c38|MATR_b4c31|MATR_b2c32|MATR_b4c23,400|270|587|278|198|543|463|1234|714|350|759|438|1176|537|129|501,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,23,112,128,128,0.23376573636363635,0.9877889999999998,-9.421613693237305,0.8515363931655884,-0.19189453125,-0.049530029296875,0.6848825812339783,0.7285006642341614,0.5544000267982483,0.7896186113357544,0.560128927230835,0.8338201642036438,0.0,69.5283203125,196.0,0.0001,,0.3938664239831269,,
6,5.789782524108887,5.789524078369141,0.215541273355484,0.0012,14.146578788757324,False,1024.0,1024.0,16,0.0024516391567885876,0.0006634616293013096,0.0003718864172697067,MATR_b2c28|MATR_b3c38|MATR_b1c32|MATR_b1c39|MATR_b1c31|MATR_b4c30|MATR_b1c39|MATR_b4c41|MATR_b4c43|MATR_b2c35|MATR_b4c30|MATR_b1c7|MATR_b4c20|MATR_b1c9|MATR_b4c43|MATR_b4c31,419|1127|438|315|485|326|481|235|760|122|395|293|391|604|385|521,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,121,122,128,0.23376573636363635,0.9869338181818181,-9.421613693237305,0.8398850560188293,-0.1796875,-0.04608154296875,0.6995288729667664,0.7509731650352478,0.5541925430297852,0.7882209420204163,0.5628525614738464,0.8392127156257629,0.0,69.8466796875,196.0,0.0001,,0.40698392782360315,,
7,2.0564863681793213,2.056354284286499,0.09426265954971313,0.0014,3.6010987758636475,False,1024.0,1024.0,16,0.002737944945693016,0.0007273107767105103,0.00037274789065122604,MATR_b3c4|MATR_b1c9|MATR_b2c32|MATR_b2c39|MATR_b4c28|MATR_b2c6|MATR_b2c14|MATR_b4c40|MATR_b1c29|MATR_b1c28|MATR_b4c43|MATR_b2c13|MATR_b2c11|MATR_b4c25|MATR_b2c36|MATR_b3c27,402|676|257|307|426|157|123|499|640|533|505|127|207|253|367|616,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,121,128,128,0.4127323363636364,0.9810816363636362,-6.983293056488037,0.760152280330658,-0.1683349609375,-0.05999755859375,0.6919047236442566,0.7445510625839233,0.553674042224884,0.7829115986824036,0.5616990923881531,0.823307454586029,0.0,69.8466796875,196.0,0.0001,,0.42126879561692476,,
8,2.2150707244873047,2.2149031162261963,0.10474413633346558,0.0016,3.8479697704315186,False,1024.0,1024.0,16,0.002935063559561968,0.0005580354481935501,0.0003459169529378414,MATR_b4c14|MATR_b1c1|MATR_b1c26|MATR_b2c36|MATR_b4c0|MATR_b3c5|MATR_b4c5|MATR_b3c16|MATR_b2c17|MATR_b1c1|MATR_b2c13|MATR_b1c23|MATR_b2c23|MATR_b1c17|MATR_b4c41|MATR_b3c19,529|552|201|165|329|273|270|1069|293|1303|215|557|340|563|231|659,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,112,128,128,0.3939060727272727,0.9867189090909091,-7.239790439605713,0.8369570374488831,-0.1866455078125,-0.07904052734375,0.6976264715194702,0.7683674693107605,0.5529487729072571,0.7810589075088501,0.5588752627372742,0.8283126354217529,0.0,69.5283203125,196.0,0.0001,,0.43470080895349383,,
9,1.6389976739883423,1.6388213634490967,0.09797827899456024,0.0018,2.206514835357666,False,1024.0,1024.0,16,0.002554402220994234,0.0007304670289158821,0.0003918739967048168,MATR_b2c1|MATR_b3c13|MATR_b3c12|MATR_b2c11|MATR_b2c38|MATR_b1c28|MATR_b1c1|MATR_b4c14|MATR_b1c7|MATR_b3c39|MATR_b2c2|MATR_b3c34|MATR_b4c28|MATR_b4c28|MATR_b1c43|MATR_b1c24,86|233|328|301|381|576|1510|395|295|339|145|683|591|455|265|689,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,24,126,84,128,0.4507227909090909,0.9869338181818181,-6.465693950653076,0.8398850560188293,-0.1688232421875,-0.0970458984375,0.71790611743927,0.7458645105361938,0.5526381731033325,0.7809266448020935,0.5578320622444153,0.831476628780365,0.0,70.0224609375,196.0,0.0001,,0.4494168236851692,,
10,1.3856158256530762,1.3854514360427856,0.08220337331295013,0.002,1.5708491802215576,False,1024.0,1024.0,16,0.00330684008076787,0.000584644265472889,0.00037232693284749985,MATR_b3c26|MATR_b1c16|MATR_b2c6|MATR_b3c25|MATR_b4c22|MATR_b3c34|MATR_b3c26|MATR_b3c28|MATR_b3c11|MATR_b3c25|MATR_b3c0|MATR_b4c28|MATR_b1c0|MATR_b4c44|MATR_b3c39|MATR_b2c17,514|199|370|688|447|569|426|425|290|263|331|270|1332|371|890|367,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,119,115,128,0.5859904363636363,0.9843131818181817,-4.62274694442749,0.8041803240776062,-0.2176513671875,-0.11163330078125,0.7095068693161011,0.7585989832878113,0.5518105030059814,0.7922852635383606,0.5562700629234314,0.8394898772239685,0.0,69.775390625,196.0,0.0001,,0.4636064637452364,,
