file_name,cycle,soh,mean_voltage_V,mean_current_A,input_soh
CALCE_CX2_37.pkl,1,0.9995496399535674,3.821883892883425,-0.05876998250428385,0.9995496399535674
CALCE_CX2_37.pkl,2,0.9976789637446887,3.822610132051099,-0.06102182053844603,0.9976789637446887
CALCE_CX2_37.pkl,3,0.9952212983377051,3.8236467113233594,-0.05959918203278068,0.9952212983377051
CALCE_CX2_37.pkl,4,0.9929975270307863,3.8238689532646766,-0.061493325523810156,0.9929975270307863
CALCE_CX2_37.pkl,5,0.9972642133804093,3.825233816126062,-0.06095504812609654,0.9972642133804093
CALCE_CX2_37.pkl,6,0.9974365044020179,3.8226257497849674,-0.059212479044617794,0.9974365044020179
CALCE_CX2_37.pkl,7,0.9910828902556466,3.8208589508233826,-0.057520459287754094,0.9910828902556466
CALCE_CX2_37.pkl,8,0.9886772280369084,3.8218633951721612,-0.06182248423427374,0.9886772280369084
CALCE_CX2_37.pkl,9,0.987248602435169,3.823515941808512,-0.061538211490367575,0.987248602435169
CALCE_CX2_37.pkl,10,0.985768244844094,3.82442752564151,-0.06025808104873475,0.985768244844094
CALCE_CX2_37.pkl,11,0.9878613066496813,3.8246679614726506,-0.0637344757705358,0.9878613066496813
CALCE_CX2_37.pkl,12,0.9831991928600963,3.8196499492582037,-0.05893617810778582,0.9831991928600963
CALCE_CX2_37.pkl,13,0.9817436380049386,3.8221180147594875,-0.06298122219058212,0.9817436380049386
CALCE_CX2_37.pkl,14,0.9807419170479028,3.8229023241270284,-0.06258264759899222,0.9807419170479028
CALCE_CX2_37.pkl,15,0.9791754332890774,3.824424871163116,-0.059465085576686616,0.9791754332890774
CALCE_CX2_37.pkl,16,0.9821162422660534,3.824423061439918,-0.06498145999614387,0.9821162422660534
CALCE_CX2_37.pkl,17,0.9837343514519153,3.824643455816237,-0.059080607401252434,0.9837343514519153
CALCE_CX2_37.pkl,18,0.9839983331920062,3.821628829336035,-0.06265976288773283,0.9839983331920062
CALCE_CX2_37.pkl,19,0.9839841710987536,3.8250040981723585,-0.05716216899986961,0.9839841710987536
CALCE_CX2_37.pkl,20,0.9839509887563248,3.8245016595877237,-0.05726969036661388,0.9839509887563248
CALCE_CX2_37.pkl,21,0.983860641445913,3.8245306356550905,-0.05731669893257702,0.983860641445913
CALCE_CX2_37.pkl,22,0.9837797440643042,3.8229690881875844,-0.060997095727313766,0.9837797440643042
CALCE_CX2_37.pkl,23,0.9834495957282271,3.8211809534292955,-0.060610084897724355,0.9834495957282271
CALCE_CX2_37.pkl,24,0.9830167980854955,3.8238209009827333,-0.05737821231551273,0.9830167980854955
