iteration,joint_total,joint_task,joint_domain,joint_fuzzy,joint_orthogonality,meta_total,meta_support,meta_query,meta_query_domain,body_update_norm,joint_gradient_norm,meta_gradient_norm,grl_strength,source_cv_meta_mae_cycles
1,0.6338052749633789,0.522465705871582,1.0890249013900757,0.001810323796235025,0.02346527762711048,1.5417345762252808,0.28608694672584534,1.2556476593017578,CS2_0.5C,0.021498622372746468,1.0457630157470703,3.5999865531921387,0.004999958333749888,
2,0.5424283146858215,0.4332149624824524,1.0810966491699219,0.002588849514722824,0.009742379188537598,0.7513133883476257,0.5544256567955017,0.19688774645328522,CS2_1C,0.031918447464704514,0.8968876004219055,1.5299406051635742,0.00999966667999952,
3,0.4920058250427246,0.3854329288005829,1.0552438497543335,0.0034523294307291508,0.00875900313258171,0.6546735763549805,0.3850764036178589,0.26959720253944397,CX2_1C,0.023615287616848946,0.7533880472183228,1.376280665397644,0.01499887510124065,
4,0.43257999420166016,0.3278883397579193,1.0360777378082275,0.003989783581346273,0.008843694813549519,0.9652172327041626,0.18792852759361267,0.7772886753082275,CS2_0.5C,0.01211088802665472,0.79570472240448,3.1713461875915527,0.01999733375993107,
5,0.40014687180519104,0.2968950569629669,1.0177321434020996,0.004796077497303486,0.012387985363602638,0.49508821964263916,0.39807629585266113,0.09701190888881683,CS2_1C,0.02004513330757618,0.704917848110199,1.40642511844635,0.024994792968420665,
6,0.36593762040138245,0.26258203387260437,1.0169678926467896,0.006673319730907679,0.013251242227852345,0.4823119640350342,0.19883590936660767,0.2834760546684265,CX2_1C,0.01736237294971943,0.8149667382240295,1.3577048778533936,0.02999100323881998,
7,0.31640151143074036,0.21381106972694397,1.0075628757476807,0.007322322577238083,0.01468040980398655,0.5198585391044617,0.1664329171180725,0.35342562198638916,CS2_0.5C,0.010887903161346912,0.7014502882957458,2.667205810546875,0.0349857153327795,
8,0.2768590450286865,0.1742466390132904,1.0051400661468506,0.008348002098500729,0.016809625551104546,0.3386073410511017,0.2714707851409912,0.06713656336069107,CS2_1C,0.017587341368198395,0.5935405492782593,0.8789799213409424,0.039978680311163695,
9,0.2609400451183319,0.1591622531414032,0.9981010556221008,0.00867524929344654,0.015339306555688381,0.3519441485404968,0.14976638555526733,0.2021777629852295,CX2_1C,0.014389166608452797,0.5398077964782715,0.9614205956459045,0.04496964958360028,
10,0.2515200972557068,0.15149064362049103,0.9797956347465515,0.009917124174535275,0.01554029155522585,0.2966867685317993,0.12843212485313416,0.16825464367866516,CS2_0.5C,0.006712555885314941,0.47341522574424744,1.9423428773880005,0.049958374957880025,
11,0.2121521681547165,0.11255230754613876,0.9744415283203125,0.011760263703763485,0.01567688025534153,0.20333074033260345,0.16677401959896088,0.03655672073364258,CS2_1C,0.008314508944749832,0.41310635209083557,0.654163122177124,0.05494460868918738,
12,0.2318040132522583,0.13416703045368195,0.9574702978134155,0.011922079138457775,0.012938454747200012,0.26078879833221436,0.048597078770399094,0.21219173073768616,CX2_1C,0.0065949647687375546,0.3551139533519745,0.6660226583480835,0.05992810352914346,
13,0.22872969508171082,0.1315433233976364,0.9491733312606812,0.014407015405595303,0.0154867647215724,0.1693536937236786,0.14030039310455322,0.029053308069705963,CS2_0.5C,0.010850556194782257,0.3190654218196869,0.7172064781188965,0.06490861277463744,
14,0.22035224735736847,0.1239330992102623,0.9456386566162109,0.016050955280661583,0.010527373291552067,0.1807553470134735,0.14339402318000793,0.037361323833465576,CS2_1C,0.009446151554584503,0.27126961946487427,0.49241918325424194,0.069885890316429,
15,0.21710748970508575,0.12093555182218552,0.9443222284317017,0.018536733463406563,0.008128681220114231,0.25681155920028687,0.020345725119113922,0.23646582663059235,CX2_1C,0.00814362708479166,0.3304086923599243,0.5628599524497986,0.0748596906874992,
16,0.21265149116516113,0.11757779121398926,0.9345952868461609,0.018626196309924126,0.006828619632869959,0.13836857676506042,0.10465151816606522,0.03371706232428551,CS2_0.5C,0.010325541719794273,0.24621598422527313,0.992050290107727,0.07982976911113138,
17,0.19363564252853394,0.09804803878068924,0.9385334253311157,0.021320953965187073,0.006682153325527906,0.1546410471200943,0.14222276210784912,0.012418280355632305,CS2_1C,0.010278293862938881,0.2761557698249817,0.5074158906936646,0.08479588154870199,
18,0.19530190527439117,0.10326170921325684,0.9037717580795288,0.0233147032558918,0.004972770344465971,0.2671865224838257,0.04298205301165581,0.22420448064804077,CX2_1C,0.010465425439178944,0.3049428462982178,0.8998373746871948,0.08975778474716023,
19,0.20851626992225647,0.1157676950097084,0.9095385670661926,0.025726882740855217,0.005083770956844091,0.15976330637931824,0.11871252208948135,0.041050784289836884,CS2_0.5C,0.009932474233210087,0.32956060767173767,0.9690146446228027,0.09471523628617873,
20,0.18900570273399353,0.09744492173194885,0.8970964550971985,0.02883005701005459,0.004096269607543945,0.1648987978696823,0.144677072763443,0.02022172138094902,CS2_1C,0.009786274284124374,0.39080810546875,0.4271010458469391,0.0996679946249559,15.224998576210828
21,0.19531887769699097,0.10483050346374512,0.8855966329574585,0.030166899785399437,0.0042037940584123135,0.25604236125946045,0.06286229193210602,0.19318008422851562,CX2_1C,0.025843217968940735,0.3706469237804413,0.7371153831481934,0.10461581914865059,
22,0.17556524276733398,0.08683399856090546,0.8677659034729004,0.03217644244432449,0.0034582538064569235,0.21199387311935425,0.1271481215953827,0.08484575897455215,CS2_0.5C,0.009876741096377373,0.2704961895942688,1.11873459815979,0.10955847021442966,
23,0.1787286251783371,0.0891532450914383,0.8744544982910156,0.034504059702157974,0.004047282040119171,0.13052235543727875,0.12074315547943115,0.009779203683137894,CS2_1C,0.01159905269742012,0.2696966826915741,0.3092396557331085,0.11449570919711105,
24,0.17561939358711243,0.08626725524663925,0.8719789385795593,0.03624335676431656,0.0034206851851195097,0.18936869502067566,0.019353322684764862,0.1700153648853302,CX2_1C,0.004597387742251158,0.2787913680076599,0.4743277132511139,0.11942729853438583,
25,0.1807982474565506,0.09221860021352768,0.8607551455497742,0.038927771151065826,0.0055773393251001835,0.1429869532585144,0.07214462012052536,0.07084232568740845,CS2_0.5C,0.012407181784510612,0.27410823106765747,0.8023036122322083,0.12435300177159614,
