cycle_number,elapsed_time_s,elapsed_time_min,voltage_in_V,current_in_A,discharge_capacity_in_Ah,q_normalized
50,0.0,0.0,4.089616775512695,-0.549837589263916,0.0020319768861710775,0.0018472517147009794
50,30.017812319565564,0.5002968719927594,4.071646690368652,-0.5496563911437988,0.006615166438834488,0.006013787671667716
50,60.03031247446779,1.0005052079077965,4.060314655303955,-0.5496563911437988,0.011197544917832893,0.010179586288938993
50,90.04549051867798,1.5007581753112997,4.052058219909668,-0.5496563911437988,0.01578033226319044,0.014345756602900397
50,120.06084132334217,2.001014022055703,4.0454206466674805,-0.5496563911437988,0.020363145986030118,0.018511950896391016
50,150.07576773525216,2.501262795587536,4.039916515350342,-0.549837589263916,0.024947405647221903,0.02267945967929264
50,180.0910512022674,3.00151752003779,4.035059452056885,-0.5496563911437988,0.029530209088770167,0.026845644626154696
50,210.1060530220857,3.5017675503680947,4.030041217803955,-0.549837589263916,0.0341144802672171,0.031013163879288267
50,240.12143778149039,4.00202396302484,4.025670051574707,-0.5496563911437988,0.038697299174327925,0.03517936288575266
50,270.13644250365905,4.5022740417276506,4.021298885345459,-0.549837589263916,0.04328157079604522,0.039346882541859286
50,300.15163419174496,5.002527236529082,4.016927719116211,-0.549837589263916,0.04786587097356952,0.04351442815779047
50,330.1666776454076,5.502777960756793,4.013204574584961,-0.5494751930236816,0.052447127027828264,0.04767920638893478
50,360.1818172587082,6.003030287645136,4.009157180786133,-0.5496563911437988,0.05702990850547828,0.05184537136861662
50,390.1969416992506,6.503282361654176,4.005109786987305,-0.5496563911437988,0.061612687666511776,0.05601153424228343
50,420.2122100784909,7.0035368346415146,4.001224517822266,-0.5494751930236816,0.06619397805161086,0.06017634368328259
50,450.2272655873094,7.50378775978849,3.9973392486572266,-0.549837589263916,0.07077825743009068,0.06434387039099153
50,480.2423983385088,8.00403997230848,3.9934537410736084,-0.5496563911437988,0.07536103786002354,0.06851003441820322
50,510.2575327740051,8.504292212900085,3.9897303581237793,-0.549837589263916,0.07994532929319399,0.07267757208472181
50,540.272690883372,9.0045448480562,3.98600697517395,-0.549837589263916,0.08452962434215999,0.07684511303832726
50,570.2878375041764,9.504797291736274,3.982283353805542,-0.549837589263916,0.0891139176364339,0.08101265239675809
50,600.3031731511,10.005052885851667,3.978721857070923,-0.549837589263916,0.09369823980117051,0.0851802180010641
50,630.3181242395658,10.50530207065943,3.9748363494873047,-0.549837589263916,0.09828250323127394,0.08934773021024903
50,660.3333912354428,11.005556520590714,3.9712748527526855,-0.549837589263916,0.10286681491074444,0.09351528628249493
50,690.3484120327048,11.505806867211748,3.9675514698028564,-0.549837589263916,0.10745108898764466,0.09768280817058604
50,720.3637039054884,12.00606173175814,3.963989734649658,-0.549837589263916,0.1120354044666447,0.10185036769694972
50,750.3787396098487,12.506312326830813,3.960428237915039,-0.549837589263916,0.11661968082035466,0.10601789165486787
50,780.3938547421712,13.006564245702855,3.95686674118042,-0.5496563911437988,0.12120245856019189,0.11018405323653807
50,810.4092366092373,13.506820610153955,3.9531431198120117,-0.5496563911437988,0.1257852770257115,0.1143502518415559
50,840.4243209649576,14.007072016082626,3.9495816230773926,-0.5496563911437988,0.13036805006649202,0.11851640915135637
50,870.4393601128832,14.507322668548053,3.9461817741394043,-0.5494751930236816,0.13494930546355308,0.12268118678504825
50,900.454526598216,15.007575443303601,3.942620277404785,-0.5494751930236816,0.13953058029637702,0.12684598208761547
50,930.4696475750534,15.507827459584224,3.939058780670166,-0.5496563911437988,0.14411335892857283,0.13101214448052073
50,960.4847923062043,16.00807987177007,3.9354970455169678,-0.5496563911437988,0.14869614118761484,0.13517831017055895
50,990.5001640731934,16.508336067886557,3.9322593212127686,-0.5496563911437988,0.15327895811102227,0.13934450737365658
50,1020.51511844981,17.008585307496833,3.9285359382629395,-0.549837589263916,0.15786322204333816,0.1435120200393983
50,1050.530240759952,17.5088373459992,3.925136089324951,-0.549837589263916,0.16244751162458873,0.1476795560223534
50,1080.5455235401168,18.009092059001947,3.921736478805542,-0.5496563911437988,0.1670303149612804,0.15184574087389127
50,1110.5605545478174,18.509342575796957,3.918174982070923,-0.5496563911437988,0.17161307985676982,0.15601189077888164
50,1140.575689008343,19.009594816805716,3.9147751331329346,-0.5496563911437988,0.17619586054767325,0.16017805504333932
50,1170.5908373033162,19.509847288388602,3.9115374088287354,-0.5500187873840332,0.180781664844438,0.16434696804039817
50,1200.6061188955791,20.010101981592985,3.908137798309326,-0.5496563911437988,0.1853644679997536,0.1685131527270487
50,1230.6211560334777,20.51035260055796,3.904899835586548,-0.5494751930236816,0.18994572309002908,0.1726779300818446
50,1260.6363206742099,21.010605344570163,3.9015002250671387,-0.549837589263916,0.1945300191365301,0.17684547194230008
50,1290.651489019161,21.51085815031935,3.8982625007629395,-0.549837589263916,0.19911431574879526,0.18101301431708658
50,1320.666652261396,22.011110871023266,3.894862651824951,-0.549837589263916,0.20369861158170008,0.1851805559833637
50,1350.6817510129185,22.511362516881977,3.891948699951172,-0.5496563911437988,0.20828138682047415,0.18934671529134012
50,1380.696991728153,23.011616528802552,3.8883872032165527,-0.5496563911437988,0.212864183734612,0.19351289430419272
50,1410.7120615977328,23.511867693295546,3.8851492404937744,-0.5496563911437988,0.21744695456361482,0.1976790496032862
50,1440.7273518515285,24.012122530858807,3.882073402404785,-0.5496563911437988,0.22202975904139788,0.20184523549217986
50,1470.7423490699148,24.51237248449858,3.878673791885376,-0.5496563911437988,0.22661251877786492,0.20601138070714992
50,1500.757597740041,25.012626629000685,3.8757596015930176,-0.5494751930236816,0.23119380615472254,0.21017618741338412
50,1530.772621574928,25.512877026248802,3.8723599910736084,-0.5496563911437988,0.23577656995503674,0.21434233632276065
50,1560.7877769024344,26.013129615040572,3.869284152984619,-0.5496563911437988,0.24035935383196388,0.2185085034836035
50,1590.8029356333427,26.513382260555712,3.866046190261841,-0.5496563911437988,0.24494213822853925,0.22267467111685385
50,1620.8180728608277,27.01363454768046,3.8629703521728516,-0.5496563911437988,0.24952491934190404,0.2268408357653673
50,1650.8332679774612,27.513887799624353,3.8598945140838623,-0.5496563911437988,0.25410770929393234,0.23100700844902938
50,1680.848371190019,28.01413951983365,3.856980323791504,-0.5496563911437988,0.25869048521383653,0.23517316837621502
50,1710.8636285167886,28.514393808613143,3.8535807132720947,-0.549837589263916,0.26327479541652293,0.2393407231059299
50,1740.8786608076189,29.01464434679365,3.8508286476135254,-0.5496563911437988,0.2678575605079236,0.24350687318902142
50,1770.8938089673175,29.514896816121958,3.847914457321167,-0.5494751930236816,0.2724388325436649,0.24767166594878626
50,1800.908964755945,30.015149412599083,3.8446767330169678,-0.5494751930236816,0.2770201057438338,0.2518364597671216
50,1830.9241329956567,30.51540221659428,3.8416008949279785,-0.5496563911437988,0.2816028915922221,0.2560026287202019
50,1860.9392774309963,31.015654623849937,3.83868670463562,-0.549837589263916,0.28618718455270864,0.26017016777518964
50,1890.9544347233605,31.51590724538934,3.835610866546631,-0.549837589263916,0.29077147947688275,0.26433770861534794
50,1920.9695586527232,32.01615931087872,3.8328588008880615,-0.5496563911437988,0.2953542585598548,0.2685038714180498
50,1950.9875376025448,32.516458960042414,3.8299448490142822,-0.5496563911437988,0.299937473554023,0.27267043050365725
50,1980.9999067659955,33.016665112766596,3.827192544937134,-0.5496563911437988,0.3045198320329368,0.27683621093903343
50,2011.0150034072576,33.516916723454294,3.8241167068481445,-0.549837589263916,0.30910411769369767,0.28100374335790695
50,2041.0303483523894,34.017172472539826,3.8212027549743652,-0.549837589263916,0.31368844127856993,0.2851713102532454
50,2071.045345831546,34.51742243052577,3.818450450897217,-0.5496563911437988,0.31827120105483864,0.2893374555043987
50,2101.0604470040416,35.01767411673403,3.8156983852386475,-0.5496563911437988,0.3228539766632525,0.29350361514841133
50,2131.075595810311,35.517926596838514,3.812946319580078,-0.549837589263916,0.32743827029131384,0.2976711548102853
50,2161.0908704551402,36.01818117425234,3.8098702430725098,-0.549837589263916,0.3320225831390514,0.30183871194459216
50,2191.1059126958717,36.51843187826453,3.8071181774139404,-0.549837589263916,0.33660686049106986,0.3060062368100635
