cell_id,reference_cycle,cycle,normalized_cycle_position,q_min,q_max,q_points,delta_v_mean,delta_v_median,delta_v_min,delta_v_max,delta_v_at_last_q
MATR_b4c12,10,11,0.0,0.00392156862745098,0.9607843137254902,245,-0.0002932891080775949,-7.144800557679076e-05,-0.01276018247526478,0.0010222664982539875,-4.9843868712873274e-05
MATR_b4c12,10,12,0.0011273957158962795,0.00392156862745098,0.9607843137254902,245,-0.00020089958143395243,-3.72140377029595e-05,-0.011493143827564278,0.005065229797537096,-3.741288054648351e-05
MATR_b4c12,10,13,0.002254791431792559,0.00392156862745098,0.9607843137254902,245,-7.950051100305589e-05,7.957238387890087e-05,-0.007860943110449714,0.008370889484271338,-5.9115066321835386e-05
MATR_b4c12,10,14,0.0033821871476888386,0.00392156862745098,0.9607843137254902,245,-1.2906147862643048e-05,0.00013889338243844307,-0.008781782014922523,0.011366709985424439,-3.668322305738769e-05
MATR_b4c12,10,15,0.004509582863585118,0.00392156862745098,0.9607843137254902,245,9.574385408275582e-05,0.0002667802509739303,-0.004583502124813954,0.010050682872935202,-6.714920933981183e-05
MATR_b4c12,10,16,0.005636978579481398,0.00392156862745098,0.9607843137254902,245,0.00040707269849569956,0.0005397692721116343,-0.0039354579629296005,0.011440459380205326,-1.4432277183562547e-05
MATR_b4c12,10,17,0.006764374295377677,0.00392156862745098,0.9607843137254902,245,0.0006302666959378128,0.0007744658784614167,-0.005353284763580657,0.015392212903718061,-5.9824966855970274e-05
MATR_b4c12,10,18,0.007891770011273957,0.00392156862745098,0.9607843137254902,245,0.000749829874274776,0.0009843189150191556,-0.005254332145083307,0.00947552828398468,-4.03280344465351e-05
MATR_b4c12,10,19,0.009019165727170236,0.00392156862745098,0.9607843137254902,245,0.0011388506968107452,0.0013174169345857578,-0.004631355361138123,0.012562204983740166,-5.1538185803501335e-05
MATR_b4c12,10,20,0.010146561443066516,0.00392156862745098,0.9607843137254902,245,0.0019126142843631467,0.0017903109584209709,-0.0024506082678676933,0.024965131942157548,-5.365571906024158e-05
MATR_b4c12,10,21,0.011273957158962795,0.00392156862745098,0.9607843137254902,245,0.0025335903670199024,0.0023233078671887064,-0.0017766322865213624,0.025675017632071473,-8.440991115654661e-05
MATR_b4c12,10,22,0.012401352874859075,0.00392156862745098,0.9607843137254902,245,0.0031912766258608465,0.0028800041538015186,-0.00281951236019351,0.029647625428002033,-7.880360454781687e-05
MATR_b4c12,10,23,0.013528748590755355,0.00392156862745098,0.9607843137254902,245,0.0033737856711568604,0.003022301520219539,-0.0009275905244359173,0.03528960260617042,-3.227984479270418e-05
MATR_b4c12,10,24,0.014656144306651634,0.00392156862745098,0.9607843137254902,245,0.003498052752558,0.0031052580424195675,-0.0009203145815095404,0.032809198670639805,-7.713933818243035e-05
MATR_b4c12,10,25,0.015783540022547914,0.00392156862745098,0.9607843137254902,245,0.003483118340121864,0.0032120600873852823,-2.8253995726590375e-05,0.03429185622582498,-2.8253995726590375e-05
