iteration,joint_total,joint_task,joint_domain,joint_fuzzy,joint_orthogonality,meta_total,meta_support,meta_query,meta_query_domain,body_update_norm,joint_gradient_norm,meta_gradient_norm,grl_strength,source_cv_meta_mae_cycles
1,0.5631090402603149,0.45206376910209656,1.0962313413619995,0.0022272937931120396,0.0131079638376832,1.1146103143692017,0.317114919424057,0.7974953651428223,CS2_0.5C,0.014737656340003014,0.6048797965049744,3.0258395671844482,0.004999958333749888,
2,0.5110011100769043,0.39822885394096375,1.116382122039795,0.002670612884685397,0.010004994459450245,0.9509463310241699,0.22491078078746796,0.7260355353355408,CX2_0.5C,0.021441474556922913,0.4963786005973816,0.8315756320953369,0.00999966667999952,
3,0.5146717429161072,0.40401697158813477,1.093716025352478,0.0026254376862198114,0.011519476771354675,0.699487566947937,0.6722934246063232,0.027194147929549217,CX2_1C,0.01536879874765873,0.43239665031433105,0.7119563221931458,0.01499887510124065,
4,0.4652317762374878,0.35461369156837463,1.0946884155273438,0.002134737791493535,0.010425235144793987,0.8065183162689209,0.3568064272403717,0.4497118592262268,CS2_0.5C,0.016377411782741547,0.5046768188476562,2.404060125350952,0.01999733375993107,
5,0.46939629316329956,0.36050406098365784,1.081559419631958,0.002278769388794899,0.006223549600690603,0.9470250606536865,0.17383065819740295,0.773194432258606,CX2_0.5C,0.015652762725949287,0.4137172996997833,0.8237389922142029,0.024994792968420665,
6,0.4314178228378296,0.3236248195171356,1.0705453157424927,0.002646076027303934,0.00606165174394846,0.5175172686576843,0.48944932222366333,0.028067966923117638,CX2_1C,0.020664677023887634,0.45503875613212585,0.887168288230896,0.02999100323881998,
7,0.40701642632484436,0.3017312288284302,1.0428972244262695,0.0027376075740903616,0.008586046285927296,0.49309176206588745,0.3165595233440399,0.17653222382068634,CS2_0.5C,0.014239118434488773,0.48739996552467346,1.6434179544448853,0.0349857153327795,
8,0.3937295973300934,0.29015466570854187,1.0261565446853638,0.0028987701516598463,0.008143490180373192,0.8156378269195557,0.0846961960196495,0.730941653251648,CX2_0.5C,0.011695925146341324,0.5123504400253296,1.1394842863082886,0.039978680311163695,
9,0.389518678188324,0.285307377576828,1.0262624025344849,0.0030844456050544977,0.01430825050920248,0.49616938829421997,0.4586465060710907,0.03752288222312927,CX2_1C,0.025527728721499443,0.49701622128486633,0.8886398673057556,0.04496964958360028,
10,0.3910295367240906,0.28799575567245483,1.01731538772583,0.004104055929929018,0.010970545932650566,0.45323431491851807,0.3022186756134033,0.15101563930511475,CS2_0.5C,0.01876615732908249,0.48325982689857483,1.548598051071167,0.049958374957880025,
11,0.31988728046417236,0.21894104778766632,0.9928421378135681,0.005104056093841791,0.014068086631596088,0.4864417314529419,0.044652607291936874,0.4417891204357147,CX2_0.5C,0.012252775020897388,0.6389548182487488,1.3288652896881104,0.05494460868918738,
12,0.2640489637851715,0.16424328088760376,0.9802696704864502,0.005681024398654699,0.014946871437132359,0.34340423345565796,0.30164632201194763,0.041757918894290924,CX2_1C,0.021107636392116547,0.5706632137298584,0.9292958378791809,0.05992810352914346,
13,0.27193281054496765,0.17214152216911316,0.9675708413124084,0.007411604281514883,0.02663605846464634,0.3049965500831604,0.2712559401988983,0.03374059498310089,CS2_0.5C,0.011815507896244526,0.5288349390029907,0.9950882196426392,0.06490861277463744,
14,0.29037290811538696,0.19083134829998016,0.97483229637146,0.009843293577432632,0.015661587938666344,0.3480347692966461,0.03717026114463806,0.31086450815200806,CX2_0.5C,0.011812017299234867,0.44536691904067993,0.7132087349891663,0.069885890316429,
15,0.2213989645242691,0.12207725644111633,0.9538056254386902,0.009632935747504234,0.03459485247731209,0.23340636491775513,0.20426733791828156,0.02913903445005417,CX2_1C,0.0100978072732687,0.6503455638885498,0.5915403962135315,0.0748596906874992,
16,0.26971617341041565,0.1712711602449417,0.9484466910362244,0.01213808823376894,0.029934333637356758,0.17160263657569885,0.1520022600889206,0.019600369036197662,CS2_0.5C,0.01537413615733385,0.5133936405181885,0.8954719305038452,0.07982976911113138,
17,0.18975898623466492,0.09118389338254929,0.934866189956665,0.014405903406441212,0.04368186742067337,0.27400219440460205,0.022825520485639572,0.2511766850948334,CX2_0.5C,0.007863244973123074,0.41813474893569946,1.04384183883667,0.08479588154870199,
18,0.1858682632446289,0.08885259181261063,0.9205538630485535,0.014743760228157043,0.0422310009598732,0.14099854230880737,0.10734675079584122,0.033651791512966156,CX2_1C,0.012338212691247463,0.38724783062934875,0.6764031052589417,0.08975778474716023,
19,0.1942576915025711,0.09906034171581268,0.8904439210891724,0.01891794241964817,0.05207061022520065,0.19051972031593323,0.18574541807174683,0.004774300381541252,CS2_0.5C,0.041540712118148804,0.4573609530925751,1.2266935110092163,0.09471523628617873,
20,0.24979382753372192,0.15109212696552277,0.9205014705657959,0.020949656143784523,0.05604073032736778,0.12332276254892349,0.01700510084629059,0.1063176617026329,CX2_0.5C,0.00458912830799818,0.5137470364570618,0.8127880096435547,0.0996679946249559,27.826689655614636
21,0.15405279397964478,0.05745214223861694,0.8869937062263489,0.02252805419266224,0.06774868071079254,0.07213661074638367,0.048258863389492035,0.02387775108218193,CX2_1C,0.02227022685110569,0.5989201664924622,0.8176206350326538,0.10461581914865059,
22,0.13791942596435547,0.04263005778193474,0.8773787021636963,0.02289103902876377,0.06406925618648529,0.05531761050224304,0.03573087602853775,0.019586734473705292,CS2_0.5C,0.007953720167279243,0.44311729073524475,0.7412775754928589,0.10955847021442966,
23,0.14023186266422272,0.045023903250694275,0.8736250996589661,0.02426321618258953,0.06632289290428162,0.08115343749523163,0.021684743463993073,0.059468697756528854,CX2_0.5C,0.005871893372386694,0.575966477394104,1.0627425909042358,0.11449570919711105,
24,0.1239279955625534,0.028726598247885704,0.873717188835144,0.026173481717705727,0.06520997732877731,0.07447942346334457,0.051809199154376984,0.02267022617161274,CX2_1C,0.050779297947883606,0.40384966135025024,1.3567101955413818,0.11942729853438583,
25,0.11825303733348846,0.025822149589657784,0.8498331308364868,0.02667638659477234,0.061137571930885315,0.03338850289583206,0.021961282938718796,0.011427219025790691,CS2_0.5C,0.010030940175056458,0.5516095161437988,0.42690959572792053,0.12435300177159614,
26,0.11725728213787079,0.02367335930466652,0.8622405529022217,0.02683047391474247,0.06018337979912758,0.0567321702837944,0.020472485572099686,0.03625968471169472,CX2_0.5C,0.009012840688228607,0.19941549003124237,0.7986031770706177,0.12927258360605842,
27,0.1094144880771637,0.017051802948117256,0.8597628474235535,0.03290282562375069,0.04741261154413223,0.09090013802051544,0.06637115031480789,0.02452898398041725,CX2_1C,0.029730523005127907,0.5341290831565857,0.9384858012199402,0.13418580993090856,
28,0.12369618564844131,0.03407176211476326,0.8393359184265137,0.035594481974840164,0.039111051708459854,0.025543052703142166,0.019367340952157974,0.006175710819661617,CS2_0.5C,0.007648843806236982,0.8395304083824158,0.35981783270835876,0.1390924478784581,
29,0.11447258293628693,0.023976759985089302,0.852431058883667,0.034225404262542725,0.035414472222328186,0.04967286065220833,0.009994286112487316,0.03967857360839844,CX2_0.5C,0.004638983402401209,0.46689969301223755,1.3093206882476807,0.14399226586303726,
30,0.1277497261762619,0.037974972277879715,0.8493554592132568,0.04185616225004196,0.027463968843221664,0.03283693641424179,0.007215185556560755,0.025621751323342323,CX2_1C,0.010746825486421585,0.2841501235961914,0.678806483745575,0.14888503362331806,
31,0.11504817754030228,0.02663622982800007,0.8348209857940674,0.04023102670907974,0.029182983562350273,0.05058751255273819,0.041896753013134,0.008690760470926762,CS2_0.5C,0.020475901663303375,0.551113486289978,0.9208516478538513,0.1537705222640926,
32,0.10589825361967087,0.018707090988755226,0.8311176300048828,0.04406176880002022,0.018763083964586258,0.029155733063817024,0.017239827662706375,0.011915905401110649,CX2_0.5C,0.005561878904700279,0.36261826753616333,0.5623825192451477,0.158648504297499,
33,0.12221762537956238,0.03251998499035835,0.8551742434501648,0.04544127732515335,0.019081465899944305,0.02553674578666687,0.01101344358175993,0.014523301273584366,CX2_1C,0.010480238124728203,0.49396926164627075,0.502007246017456,0.16351875368367264,
34,0.12302333861589432,0.035557109862565994,0.8384253978729248,0.047811541706323624,0.012331114150583744,0.01790395937860012,0.01482776552438736,0.0030761933885514736,CS2_0.5C,0.006130735389888287,0.5659359097480774,0.3262428343296051,0.16838104587081482,
35,0.1492171734571457,0.06090771034359932,0.847597062587738,0.050671543926000595,0.010161823593080044,0.021967917680740356,0.02042507566511631,0.0015428410843014717,CX2_0.5C,0.015415902249515057,1.165235996246338,0.5310142040252686,0.17323515783466026,
36,0.09950408339500427,0.012987283989787102,0.8292356133460999,0.05446283146739006,0.008700937032699585,0.04914228245615959,0.03761092573404312,0.01153135672211647,CX2_1C,0.014725158922374249,0.30087345838546753,0.8655363917350769,0.17808086811733026,
37,0.10376843810081482,0.017973432317376137,0.8220793604850769,0.057982996106147766,0.006879162508994341,0.06826908886432648,0.06452792882919312,0.0037411602679640055,CS2_0.5C,0.01938973367214203,0.266178160905838,0.8268580436706543,0.18291795686556012,
38,0.09846299886703491,0.01366350520402193,0.8076227903366089,0.0666789785027504,0.007032628636807203,0.05053670331835747,0.027225077152252197,0.02331162616610527,CX2_0.5C,0.012058954685926437,0.2536933720111847,0.8965175151824951,0.1877462058682855,
39,0.16010190546512604,0.07613304257392883,0.8021210432052612,0.061987195163965225,0.0065737576223909855,0.07075975835323334,0.05973386391997337,0.011025890707969666,CX2_1C,0.01771744154393673,0.5652213096618652,1.0606460571289062,0.1925653985935758,
40,0.10894636809825897,0.024276982992887497,0.8119425177574158,0.05860228091478348,0.005450150463730097,0.05056270956993103,0.0326802097260952,0.01788249984383583,CS2_0.5C,0.009129321202635765,0.294682115316391,0.8905933499336243,0.197375320224904,11.432548020216416
41,0.09555899351835251,0.01187509298324585,0.79734206199646,0.0648147240281105,0.007089576683938503,0.04710876941680908,0.040888793766498566,0.006219975650310516,CX2_0.5C,0.024482864886522293,0.41765132546424866,0.6979174613952637,0.20217575769673957,
42,0.10607951134443283,0.022087404504418373,0.7978425621986389,0.07112766802310944,0.006514624692499638,0.024402622133493423,0.01652962900698185,0.007872994057834148,CX2_1C,0.012790628708899021,0.5054165124893188,0.4463559091091156,0.2069664997294527,
43,0.09501301497220993,0.01206971239298582,0.7876394987106323,0.07156598567962646,0.00601051514968276,0.31030064821243286,0.29301127791404724,0.01728936843574047,CS2_0.5C,0.028625594452023506,0.30094239115715027,0.8476930260658264,0.21174733686352099,
44,0.10817369818687439,0.024018367752432823,0.7923693656921387,0.08541963249444962,0.006474113091826439,0.025044478476047516,0.00844662543386221,0.01659785397350788,CX2_0.5C,0.00339706614613533,0.46281304955482483,0.6042287349700928,0.21651806149302866,
45,0.10061545670032501,0.015205184929072857,0.8095877766609192,0.07743936032056808,0.005795291159301996,0.023467719554901123,0.018321065232157707,0.0051466552540659904,CX2_1C,0.01967962458729744,0.28813910484313965,0.8205986618995667,0.22127846789844408,
46,0.1468077152967453,0.06305940449237823,0.7932094931602478,0.0748894214630127,0.006828970275819302,0.09163068979978561,0.0864047259092331,0.005225965287536383,CS2_0.5C,0.03918323293328285,0.7447190880775452,1.1678489446640015,0.22602835227867102,
47,0.09974568337202072,0.01779109053313732,0.769447922706604,0.08582448959350586,0.0071858009323477745,0.03603749722242355,0.03322795778512955,0.0028095408342778683,CX2_0.5C,0.023149948567152023,0.30699512362480164,0.5540778040885925,0.2307675127823643,
48,0.09540241211652756,0.012623120099306107,0.7791796922683716,0.0890747681260109,0.004075758624821901,0.00874362513422966,0.004537227097898722,0.004206398501992226,CX2_1C,0.007955788634717464,0.40555354952812195,0.4045836925506592,0.23549574953849794,
49,0.09251043945550919,0.009596578776836395,0.7795698642730713,0.0899072140455246,0.004615094047039747,0.02751876972615719,0.013131278567016125,0.014387491159141064,CS2_0.5C,0.01059287041425705,0.24330341815948486,0.90017169713974,0.2402128646861803,
50,0.08919939398765564,0.006162211298942566,0.7866393327713013,0.07736309617757797,0.005050920881330967,0.022163545712828636,0.007764957379549742,0.014398587867617607,CX2_0.5C,0.007126518525183201,0.2761707901954651,0.5704126954078674,0.2449186624037092,
51,0.09436666965484619,0.010495082475244999,0.7907091975212097,0.0865885317325592,0.004712438676506281,0.03126966208219528,0.027319682762026787,0.0039499783888459206,CX2_1C,0.03365505859255791,0.33820387721061707,1.017995834350586,0.2496129489368586,
