fold,seed,model,cell_id,alpha,beta,current_cycle,split,cycle,actual_soh,predicted_mean,predicted_std,lower_95,upper_95,schedule,cycle_step,requested_observed_cycle,observed_through_cycle
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,1,0.973605544876615,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,2,0.9746440901850133,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,3,0.9749840888611754,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,4,0.9758114523677066,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,5,0.976333544599949,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,6,0.9767239981924379,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,7,0.9770799081259208,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,8,0.9773178201401139,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,9,0.9774564541333058,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,10,0.9776788180010821,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,11,0.9778072717644732,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,12,0.9734792741534777,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,13,0.9757325435559674,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,14,0.9765569103038337,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,15,0.9769690893029367,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,16,0.9772745443200926,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,17,0.977473546594772,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,18,0.9776701820863306,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,19,0.9777713631584548,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,20,0.9779343649556822,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,21,0.9780310924506954,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,22,0.9781485435162142,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,23,0.9782167252443816,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,24,0.9782779991157138,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,25,0.9783200893567596,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,26,0.9783990900399323,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,27,0.9784566365559615,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,28,0.9784456382329192,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,29,0.9784700016621245,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,30,0.9785229108581757,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,31,0.9785213621682962,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,32,0.9785589069607975,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,33,0.9785866346344019,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,34,0.978658088735535,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,35,0.9786348190138716,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,36,0.9786275436713023,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,37,0.978643818039527,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,38,0.9786601799043552,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,39,0.9786475453948301,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,40,0.9787017276664601,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,41,0.978685365801632,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,42,0.9787270010603404,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,43,0.9787658189284205,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,44,0.9787693625408566,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,45,0.9787821807932486,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,46,0.9787929078768204,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,47,0.9788132727112522,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,48,0.9787975451967984,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,49,0.9787952746599413,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,50,0.9788004544588601,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,51,0.9788207274218583,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,52,0.9788340925280214,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,53,0.9788399110521449,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,54,0.9788542736195862,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,55,0.9788452745939307,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,56,0.9788150926406021,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,57,0.9787935466020249,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,58,0.9788209986613288,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,59,0.9788247260166318,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,60,0.9788352737321668,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,61,0.9788351818607333,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,62,0.9788608183655174,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,63,0.9788435465360144,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,64,0.9788170000665553,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,65,0.9792449109549421,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,66,0.979529546155329,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,67,0.9797033625327315,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,68,0.9798142732271492,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,69,0.9798579996546778,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,70,0.9794632718531148,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,71,0.9789420895855473,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,72,0.9788566360278769,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,73,0.9788543654910197,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,74,0.9788367261757825,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,75,0.9788114527819023,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,76,0.9788210905327623,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,77,0.9788030924814514,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,78,0.9787919104155421,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,79,0.978789093024914,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,80,0.9787700012660611,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,81,0.9787295472114981,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,82,0.9786976372002532,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,83,0.9786886381745976,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,84,0.9786541820121949,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,85,0.9786480922486012,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,86,0.9786146379223069,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,87,0.978604090206772,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,88,0.978576270661734,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,89,0.9785669085251746,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,90,0.9784961806458495,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,91,0.9785255445059368,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,92,0.9784858166731816,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,93,0.9784752733324769,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,94,0.9784431839531951,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,95,0.9784240003229085,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,96,0.9784055472892602,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,97,0.9783919109436268,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,98,0.9783763627972099,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,99,0.9783650888598671,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,context,100,0.9783420903776742,,,,,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,101,0.9783281818181817,0.9771378888000954,0.0016020341812274172,0.9740547409543303,0.9794631642322926,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,102,0.978282909090909,0.9770966707251926,0.0016098739410938929,0.9742868858486544,0.9799888768552405,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,103,0.9782644545454545,0.977055236883665,0.0016177517108673107,0.9737646658713711,0.9791671211153892,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,104,0.9782498181818181,0.9770135687262337,0.001625667853652107,0.9742477362590768,0.9802180041010856,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,105,0.9782056363636363,0.9769716749150629,0.0016336235350947832,0.9737685867035385,0.9802287374187904,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,106,0.9782355454545453,0.9769295438131032,0.001641617855358532,0.9728954036319847,0.9793360856967648,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,107,0.9781840909090908,0.9768871870574032,0.0016496507138135537,0.9743766167871508,0.9807475837457896,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,108,0.9781604545454544,0.9768445781364931,0.0016577243483797469,0.973435800481762,0.9802115876470491,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,109,0.9781232727272726,0.9768017278999502,0.0016658374517311853,0.9735949810835792,0.9799987599247021,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,110,0.9780937272727271,0.976758630135517,0.0016739917240833602,0.9737900678852583,0.9804492542332697,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,111,0.9780660909090907,0.9767152814308253,0.001682185495320577,0.9737017485950864,0.97957271752628,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,112,0.9780430909090908,0.9766716705863092,0.0016904221566654755,0.9738405573627436,0.9792249141530982,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,113,0.9780454545454544,0.976627807314093,0.0016986994282660172,0.9733405144932892,0.9795349406490382,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,114,0.9779846363636363,0.9765836672901206,0.0017070194764257935,0.9736024110763949,0.9796303596323482,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,115,0.9779589090909089,0.9765392656513039,0.0017153816380026314,0.9742195281197492,0.9799861362428817,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,116,0.9779308181818182,0.9764945821859277,0.001723787323785218,0.9734563219351139,0.9795678366376322,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,117,0.977918909090909,0.9764496217063052,0.0017322363137221909,0.9731001492930794,0.9811024800311225,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,118,0.9778993636363636,0.9764043834249675,0.0017407289631234358,0.9737584669557647,0.9793486318347203,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,119,0.9778610909090908,0.97635885351745,0.001749267233421422,0.9733323024995809,0.9798741639959239,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,120,0.9778395454545454,0.9763130345211557,0.0017578491300517857,0.9733998853134983,0.9802114717140495,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,121,0.9777914545454545,0.9762669187363825,0.0017664776749298824,0.9740937950632395,0.9789826211839749,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,122,0.9777563636363635,0.9762205003008585,0.001775151321546308,0.9727119686436042,0.9798266020454162,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,123,0.9777338181818181,0.9761737795645695,0.0017838726024529228,0.9727547792004371,0.979099808775347,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,124,0.9777747272727272,0.9761267501402644,0.0017926409369025396,0.9722402344252005,0.9796881771691063,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,125,0.9777340909090909,0.9760794080905949,0.0018014566888091502,0.9733271000609159,0.9799152928680401,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,126,0.9777044545454544,0.9760317480782696,0.0018103209785278692,0.9720034820691141,0.9794870086972691,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,127,0.9776701818181818,0.9759837631035587,0.0018192355769911725,0.9729764166276639,0.9794960799076224,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,128,0.9776192727272727,0.9759354510665444,0.001828200455431942,0.9728821895668333,0.9780553820546416,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,129,0.9776170909090908,0.9758868138046559,0.0018372134436030938,0.9706301146023499,0.9795968884629578,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,130,0.9775507272727272,0.9758378318061501,0.0018462795191756469,0.9721038873744788,0.979067692709601,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,131,0.9775585454545452,0.9757885278201434,0.0018553958862525981,0.971764740696492,0.9794492889115612,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,132,0.9775202727272726,0.9757388680729481,0.001864566596293191,0.9714789174016023,0.979129181166353,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,133,0.9774944545454545,0.9756888573768765,0.0018737901382077137,0.9722269115361485,0.9788597557192696,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,134,0.9774985454545454,0.975638494331983,0.001883068289908203,0.9725734981596896,0.9787530567832253,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,135,0.977455909090909,0.975587783575588,0.001892400130330727,0.9722276212429725,0.9795704725821792,step10,10,100,100
0,42,partial_iv_anp,MATR_b1c14,0.11389521640091116,1.0,101,target,136,0.9774305454545454,0.9755366887091038,0.001901790852726771,0.9717271218599901,0.9792959689416076,step10,10,100,100
