source_file,cell_id,status,nominal_capacity_ah,raw_cycle_count,valid_cycle_count,curve_cycle_count,missing_curve_count,short_curve_count,long_curve_count,minimum_signal_length,median_signal_length,maximum_signal_length,duplicate_cycle_count,nonfinite_capacity_count,nonmonotonic_curve_count,duplicate_q_count,current_signs,issues
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CS2_33.pkl,CALCE_CS2_33,valid,1.1,660,660,660,0,0,0,60,454.0,513,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CS2_34.pkl,CALCE_CS2_34,valid,1.1,632,632,632,0,0,0,200,438.0,502,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CS2_35.pkl,CALCE_CS2_35,valid,1.1,780,780,780,0,0,0,103,320.5,376,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CS2_36.pkl,CALCE_CS2_36,valid,1.1,832,832,832,0,0,0,63,319.0,382,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CS2_37.pkl,CALCE_CS2_37,valid,1.1,905,905,905,0,0,0,69,317.0,376,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CS2_38.pkl,CALCE_CS2_38,valid,1.1,903,903,903,0,0,0,98,318.0,375,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_16.pkl,CALCE_CX2_16,valid,1.35,1279,1279,1279,0,0,1,239,466.0,2688,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_33.pkl,CALCE_CX2_33,valid,1.35,1271,1271,1271,0,0,0,189,371.0,466,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_34.pkl,CALCE_CX2_34,valid,1.35,1363,1363,1363,0,0,0,104,271.0,364,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_35.pkl,CALCE_CX2_35,valid,1.35,1454,1454,1454,0,0,0,190,386.0,490,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_36.pkl,CALCE_CX2_36,valid,1.35,1568,1568,1568,0,0,0,97,256.0,370,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_37.pkl,CALCE_CX2_37,valid,1.35,1072,1072,1072,0,0,0,137,299.0,368,0,0,0,0,-1,
/home/JunseoPark/바탕화면/battery_gru/data/CALCE/CALCE_CX2_38.pkl,CALCE_CX2_38,valid,1.35,1579,1579,1579,0,0,0,90,264.0,374,0,0,0,0,-1,
